,Execution,Population Size,Problem Size,Evaluations,Mutation Probability,Crossover Probability,Fitness,Max Evaluations,Elapsed Time (ms)
464,14,100,100,3000,0.02,0.6,98.0,3000,42.0
465,15,100,100,3000,0.02,0.6,98.0,3000,42.0
466,16,100,100,3000,0.02,0.6,96.0,3000,41.0
467,17,100,100,3000,0.02,0.6,94.0,3000,41.0
468,18,100,100,3000,0.02,0.6,97.0,3000,42.0
469,19,100,100,3000,0.02,0.6,97.0,3000,42.0
470,20,100,100,3000,0.02,0.6,97.0,3000,42.0
471,21,100,100,3000,0.02,0.6,98.0,3000,42.0
472,22,100,100,3000,0.02,0.6,97.0,3000,42.0
473,23,100,100,3000,0.02,0.6,99.0,3000,42.0
474,24,100,100,3000,0.02,0.6,96.0,3000,43.0
475,25,100,100,3000,0.02,0.6,97.0,3000,43.0
476,26,100,100,3000,0.02,0.6,97.0,3000,42.0
477,27,100,100,3000,0.02,0.6,97.0,3000,42.0
478,28,100,100,3000,0.02,0.6,98.0,3000,42.0
479,29,100,100,3000,0.02,0.6,96.0,3000,43.0
480,0,100,100,3000,0.02,0.7,100.0,3000,43.0
481,1,100,100,3000,0.02,0.7,98.0,3000,43.0
482,2,100,100,3000,0.02,0.7,98.0,3000,42.0
483,3,100,100,3000,0.02,0.7,97.0,3000,42.0
484,4,100,100,3000,0.02,0.7,97.0,3000,41.0
485,5,100,100,3000,0.02,0.7,97.0,3000,43.0
486,6,100,100,3000,0.02,0.7,98.0,3000,42.0
487,7,100,100,3000,0.02,0.7,98.0,3000,42.0
488,8,100,100,3000,0.02,0.7,99.0,3000,42.0
489,9,100,100,3000,0.02,0.7,100.0,3000,42.0
490,10,100,100,3000,0.02,0.7,98.0,3000,43.0
491,11,100,100,3000,0.02,0.7,99.0,3000,42.0
492,12,100,100,3000,0.02,0.7,99.0,3000,43.0
493,13,100,100,3000,0.02,0.7,97.0,3000,42.0
494,14,100,100,3000,0.02,0.7,98.0,3000,42.0
495,15,100,100,3000,0.02,0.7,97.0,3000,42.0
496,16,100,100,3000,0.02,0.7,97.0,3000,43.0
497,17,100,100,3000,0.02,0.7,98.0,3000,42.0
498,18,100,100,3000,0.02,0.7,97.0,3000,42.0
499,19,100,100,3000,0.02,0.7,98.0,3000,43.0
500,20,100,100,3000,0.02,0.7,98.0,3000,43.0
501,21,100,100,3000,0.02,0.7,98.0,3000,42.0
502,22,100,100,3000,0.02,0.7,98.0,3000,42.0
503,23,100,100,3000,0.02,0.7,96.0,3000,41.0
504,24,100,100,3000,0.02,0.7,97.0,3000,42.0
505,25,100,100,3000,0.02,0.7,96.0,3000,42.0
506,26,100,100,3000,0.02,0.7,98.0,3000,42.0
507,27,100,100,3000,0.02,0.7,98.0,3000,42.0
508,28,100,100,3000,0.02,0.7,97.0,3000,42.0
509,29,100,100,3000,0.02,0.7,97.0,3000,43.0
510,0,100,100,3000,0.02,0.8,99.0,3000,42.0
511,1,100,100,3000,0.02,0.8,98.0,3000,43.0
512,2,100,100,3000,0.02,0.8,98.0,3000,42.0
513,3,100,100,3000,0.02,0.8,97.0,3000,47.0
514,4,100,100,3000,0.02,0.8,98.0,3000,42.0
515,5,100,100,3000,0.02,0.8,98.0,3000,42.0
516,6,100,100,3000,0.02,0.8,98.0,3000,42.0
517,7,100,100,3000,0.02,0.8,99.0,3000,42.0
518,8,100,100,3000,0.02,0.8,97.0,3000,42.0
519,9,100,100,3000,0.02,0.8,98.0,3000,42.0
520,10,100,100,3000,0.02,0.8,99.0,3000,42.0
521,11,100,100,3000,0.02,0.8,98.0,3000,43.0
522,12,100,100,3000,0.02,0.8,98.0,3000,42.0
523,13,100,100,3000,0.02,0.8,97.0,3000,43.0
524,14,100,100,3000,0.02,0.8,100.0,3000,43.0
525,15,100,100,3000,0.02,0.8,98.0,3000,42.0
526,16,100,100,3000,0.02,0.8,98.0,3000,42.0
527,17,100,100,3000,0.02,0.8,98.0,3000,42.0
528,18,100,100,3000,0.02,0.8,97.0,3000,41.0
529,19,100,100,3000,0.02,0.8,97.0,3000,42.0
530,20,100,100,3000,0.02,0.8,98.0,3000,43.0
531,21,100,100,3000,0.02,0.8,98.0,3000,43.0
532,22,100,100,3000,0.02,0.8,97.0,3000,42.0
533,23,100,100,3000,0.02,0.8,98.0,3000,42.0
534,24,100,100,3000,0.02,0.8,99.0,3000,43.0
535,25,100,100,3000,0.02,0.8,99.0,3000,42.0
536,26,100,100,3000,0.02,0.8,97.0,3000,42.0
537,27,100,100,3000,0.02,0.8,99.0,3000,43.0
538,28,100,100,3000,0.02,0.8,98.0,3000,42.0
539,29,100,100,3000,0.02,0.8,98.0,3000,42.0
540,0,100,100,3000,0.02,0.9,97.0,3000,42.0
541,1,100,100,3000,0.02,0.9,99.0,3000,42.0
542,2,100,100,3000,0.02,0.9,97.0,3000,42.0
543,3,100,100,3000,0.02,0.9,99.0,3000,42.0
544,4,100,100,3000,0.02,0.9,99.0,3000,43.0
545,5,100,100,3000,0.02,0.9,98.0,3000,43.0
546,6,100,100,3000,0.02,0.9,98.0,3000,42.0
547,7,100,100,3000,0.02,0.9,99.0,3000,42.0
548,8,100,100,3000,0.02,0.9,98.0,3000,42.0
549,9,100,100,3000,0.02,0.9,99.0,3000,42.0
550,10,100,100,3000,0.02,0.9,99.0,3000,44.0
551,11,100,100,3000,0.02,0.9,99.0,3000,42.0
552,12,100,100,3000,0.02,0.9,97.0,3000,42.0
553,13,100,100,3000,0.02,0.9,98.0,3000,43.0
554,14,100,100,3000,0.02,0.9,98.0,3000,43.0
555,15,100,100,3000,0.02,0.9,99.0,3000,42.0
556,16,100,100,3000,0.02,0.9,99.0,3000,42.0
557,17,100,100,3000,0.02,0.9,98.0,3000,43.0
558,18,100,100,3000,0.02,0.9,99.0,3000,42.0
559,19,100,100,3000,0.02,0.9,98.0,3000,42.0
560,20,100,100,3000,0.02,0.9,99.0,3000,43.0
561,21,100,100,3000,0.02,0.9,99.0,3000,42.0
562,22,100,100,3000,0.02,0.9,99.0,3000,42.0
563,23,100,100,3000,0.02,0.9,100.0,3000,43.0
564,24,100,100,3000,0.02,0.9,99.0,3000,42.0
565,25,100,100,3000,0.02,0.9,99.0,3000,43.0
566,26,100,100,3000,0.02,0.9,100.0,3000,43.0
567,27,100,100,3000,0.02,0.9,98.0,3000,42.0
568,28,100,100,3000,0.02,0.9,99.0,3000,43.0
569,29,100,100,3000,0.02,0.9,97.0,3000,42.0
570,0,100,100,3000,0.02,1.0,99.0,3000,42.0
571,1,100,100,3000,0.02,1.0,99.0,3000,42.0
572,2,100,100,3000,0.02,1.0,99.0,3000,43.0
573,3,100,100,3000,0.02,1.0,99.0,3000,42.0
574,4,100,100,3000,0.02,1.0,99.0,3000,42.0
575,5,100,100,3000,0.02,1.0,98.0,3000,43.0
576,6,100,100,3000,0.02,1.0,98.0,3000,42.0
577,7,100,100,3000,0.02,1.0,98.0,3000,44.0
578,8,100,100,3000,0.02,1.0,98.0,3000,42.0
579,9,100,100,3000,0.02,1.0,98.0,3000,42.0
580,10,100,100,3000,0.02,1.0,100.0,3000,42.0
581,11,100,100,3000,0.02,1.0,99.0,3000,42.0
582,12,100,100,3000,0.02,1.0,99.0,3000,42.0
583,13,100,100,3000,0.02,1.0,98.0,3000,42.0
584,14,100,100,3000,0.02,1.0,98.0,3000,42.0
585,15,100,100,3000,0.02,1.0,98.0,3000,42.0
586,16,100,100,3000,0.02,1.0,98.0,3000,42.0
587,17,100,100,3000,0.02,1.0,99.0,3000,42.0
588,18,100,100,3000,0.02,1.0,98.0,3000,43.0
589,19,100,100,3000,0.02,1.0,100.0,3000,43.0
590,20,100,100,3000,0.02,1.0,100.0,3000,42.0
591,21,100,100,3000,0.02,1.0,99.0,3000,43.0
592,22,100,100,3000,0.02,1.0,98.0,3000,43.0
593,23,100,100,3000,0.02,1.0,99.0,3000,42.0
594,24,100,100,3000,0.02,1.0,99.0,3000,45.0
595,25,100,100,3000,0.02,1.0,98.0,3000,43.0
596,26,100,100,3000,0.02,1.0,100.0,3000,43.0
597,27,100,100,3000,0.02,1.0,97.0,3000,43.0
598,28,100,100,3000,0.02,1.0,99.0,3000,43.0
599,29,100,100,3000,0.02,1.0,99.0,3000,44.0
600,0,100,100,3000,0.03,0.1,88.0,3000,42.0
601,1,100,100,3000,0.03,0.1,91.0,3000,42.0
602,2,100,100,3000,0.03,0.1,91.0,3000,42.0
603,3,100,100,3000,0.03,0.1,89.0,3000,41.0
604,4,100,100,3000,0.03,0.1,91.0,3000,43.0
605,5,100,100,3000,0.03,0.1,91.0,3000,42.0
606,6,100,100,3000,0.03,0.1,89.0,3000,41.0
607,7,100,100,3000,0.03,0.1,92.0,3000,41.0
608,8,100,100,3000,0.03,0.1,91.0,3000,42.0
609,9,100,100,3000,0.03,0.1,87.0,3000,42.0
610,10,100,100,3000,0.03,0.1,89.0,3000,42.0
611,11,100,100,3000,0.03,0.1,91.0,3000,42.0
612,12,100,100,3000,0.03,0.1,89.0,3000,43.0
613,13,100,100,3000,0.03,0.1,90.0,3000,41.0
614,14,100,100,3000,0.03,0.1,89.0,3000,41.0
615,15,100,100,3000,0.03,0.1,92.0,3000,57.0
616,16,100,100,3000,0.03,0.1,90.0,3000,42.0
617,17,100,100,3000,0.03,0.1,93.0,3000,41.0
618,18,100,100,3000,0.03,0.1,91.0,3000,41.0
619,19,100,100,3000,0.03,0.1,91.0,3000,42.0
620,20,100,100,3000,0.03,0.1,90.0,3000,41.0
621,21,100,100,3000,0.03,0.1,90.0,3000,41.0
622,22,100,100,3000,0.03,0.1,90.0,3000,42.0
623,23,100,100,3000,0.03,0.1,92.0,3000,42.0
624,24,100,100,3000,0.03,0.1,88.0,3000,42.0
625,25,100,100,3000,0.03,0.1,91.0,3000,41.0
626,26,100,100,3000,0.03,0.1,90.0,3000,42.0
627,27,100,100,3000,0.03,0.1,90.0,3000,43.0
628,28,100,100,3000,0.03,0.1,92.0,3000,41.0
629,29,100,100,3000,0.03,0.1,92.0,3000,42.0
630,0,100,100,3000,0.03,0.2,91.0,3000,42.0
631,1,100,100,3000,0.03,0.2,89.0,3000,42.0
632,2,100,100,3000,0.03,0.2,91.0,3000,41.0
633,3,100,100,3000,0.03,0.2,92.0,3000,43.0
634,4,100,100,3000,0.03,0.2,93.0,3000,42.0
635,5,100,100,3000,0.03,0.2,92.0,3000,43.0
636,6,100,100,3000,0.03,0.2,90.0,3000,43.0
637,7,100,100,3000,0.03,0.2,92.0,3000,41.0
638,8,100,100,3000,0.03,0.2,92.0,3000,43.0
639,9,100,100,3000,0.03,0.2,94.0,3000,42.0
640,10,100,100,3000,0.03,0.2,92.0,3000,43.0
641,11,100,100,3000,0.03,0.2,90.0,3000,41.0
642,12,100,100,3000,0.03,0.2,90.0,3000,43.0
643,13,100,100,3000,0.03,0.2,90.0,3000,42.0
644,14,100,100,3000,0.03,0.2,92.0,3000,42.0
645,15,100,100,3000,0.03,0.2,93.0,3000,41.0
646,16,100,100,3000,0.03,0.2,92.0,3000,41.0
647,17,100,100,3000,0.03,0.2,91.0,3000,41.0
648,18,100,100,3000,0.03,0.2,89.0,3000,41.0
649,19,100,100,3000,0.03,0.2,91.0,3000,42.0
650,20,100,100,3000,0.03,0.2,93.0,3000,41.0
651,21,100,100,3000,0.03,0.2,90.0,3000,44.0
652,22,100,100,3000,0.03,0.2,92.0,3000,41.0
653,23,100,100,3000,0.03,0.2,93.0,3000,41.0
654,24,100,100,3000,0.03,0.2,91.0,3000,41.0
655,25,100,100,3000,0.03,0.2,92.0,3000,43.0
656,26,100,100,3000,0.03,0.2,93.0,3000,42.0
657,27,100,100,3000,0.03,0.2,94.0,3000,42.0
658,28,100,100,3000,0.03,0.2,91.0,3000,43.0
659,29,100,100,3000,0.03,0.2,90.0,3000,42.0
660,0,100,100,3000,0.03,0.3,92.0,3000,42.0
661,1,100,100,3000,0.03,0.3,94.0,3000,41.0
662,2,100,100,3000,0.03,0.3,93.0,3000,43.0
663,3,100,100,3000,0.03,0.3,93.0,3000,42.0
664,4,100,100,3000,0.03,0.3,92.0,3000,42.0
665,5,100,100,3000,0.03,0.3,92.0,3000,42.0
666,6,100,100,3000,0.03,0.3,93.0,3000,41.0
667,7,100,100,3000,0.03,0.3,94.0,3000,41.0
668,8,100,100,3000,0.03,0.3,94.0,3000,42.0
669,9,100,100,3000,0.03,0.3,95.0,3000,42.0
670,10,100,100,3000,0.03,0.3,94.0,3000,42.0
671,11,100,100,3000,0.03,0.3,93.0,3000,42.0
672,12,100,100,3000,0.03,0.3,92.0,3000,43.0
673,13,100,100,3000,0.03,0.3,93.0,3000,43.0
674,14,100,100,3000,0.03,0.3,92.0,3000,41.0
675,15,100,100,3000,0.03,0.3,92.0,3000,41.0
676,16,100,100,3000,0.03,0.3,90.0,3000,43.0
677,17,100,100,3000,0.03,0.3,93.0,3000,41.0
678,18,100,100,3000,0.03,0.3,91.0,3000,41.0
679,19,100,100,3000,0.03,0.3,94.0,3000,42.0
680,20,100,100,3000,0.03,0.3,93.0,3000,42.0
681,21,100,100,3000,0.03,0.3,92.0,3000,43.0
682,22,100,100,3000,0.03,0.3,91.0,3000,42.0
683,23,100,100,3000,0.03,0.3,94.0,3000,42.0
684,24,100,100,3000,0.03,0.3,94.0,3000,43.0
685,25,100,100,3000,0.03,0.3,91.0,3000,42.0
686,26,100,100,3000,0.03,0.3,93.0,3000,42.0
687,27,100,100,3000,0.03,0.3,91.0,3000,41.0
688,28,100,100,3000,0.03,0.3,92.0,3000,42.0
689,29,100,100,3000,0.03,0.3,92.0,3000,42.0
690,0,100,100,3000,0.03,0.4,95.0,3000,42.0
691,1,100,100,3000,0.03,0.4,93.0,3000,42.0
692,2,100,100,3000,0.03,0.4,97.0,3000,42.0
693,3,100,100,3000,0.03,0.4,93.0,3000,41.0
694,4,100,100,3000,0.03,0.4,92.0,3000,42.0
695,5,100,100,3000,0.03,0.4,92.0,3000,41.0
696,6,100,100,3000,0.03,0.4,93.0,3000,42.0
697,7,100,100,3000,0.03,0.4,93.0,3000,42.0
698,8,100,100,3000,0.03,0.4,95.0,3000,42.0
699,9,100,100,3000,0.03,0.4,93.0,3000,42.0
700,10,100,100,3000,0.03,0.4,95.0,3000,42.0
701,11,100,100,3000,0.03,0.4,94.0,3000,43.0
702,12,100,100,3000,0.03,0.4,96.0,3000,43.0
703,13,100,100,3000,0.03,0.4,93.0,3000,41.0
704,14,100,100,3000,0.03,0.4,93.0,3000,42.0
705,15,100,100,3000,0.03,0.4,93.0,3000,42.0
706,16,100,100,3000,0.03,0.4,92.0,3000,42.0
707,17,100,100,3000,0.03,0.4,96.0,3000,42.0
708,18,100,100,3000,0.03,0.4,93.0,3000,42.0
709,19,100,100,3000,0.03,0.4,92.0,3000,42.0
710,20,100,100,3000,0.03,0.4,94.0,3000,42.0
711,21,100,100,3000,0.03,0.4,94.0,3000,41.0
712,22,100,100,3000,0.03,0.4,92.0,3000,41.0
713,23,100,100,3000,0.03,0.4,93.0,3000,42.0
714,24,100,100,3000,0.03,0.4,95.0,3000,42.0
715,25,100,100,3000,0.03,0.4,95.0,3000,42.0
716,26,100,100,3000,0.03,0.4,95.0,3000,42.0
717,27,100,100,3000,0.03,0.4,91.0,3000,42.0
718,28,100,100,3000,0.03,0.4,92.0,3000,42.0
719,29,100,100,3000,0.03,0.4,93.0,3000,42.0
720,0,100,100,3000,0.03,0.5,94.0,3000,42.0
721,1,100,100,3000,0.03,0.5,94.0,3000,42.0
722,2,100,100,3000,0.03,0.5,93.0,3000,43.0
723,3,100,100,3000,0.03,0.5,95.0,3000,42.0
724,4,100,100,3000,0.03,0.5,94.0,3000,43.0
725,5,100,100,3000,0.03,0.5,95.0,3000,42.0
726,6,100,100,3000,0.03,0.5,95.0,3000,42.0
727,7,100,100,3000,0.03,0.5,95.0,3000,42.0
728,8,100,100,3000,0.03,0.5,94.0,3000,43.0
729,9,100,100,3000,0.03,0.5,95.0,3000,42.0
730,10,100,100,3000,0.03,0.5,94.0,3000,42.0
731,11,100,100,3000,0.03,0.5,95.0,3000,42.0
732,12,100,100,3000,0.03,0.5,94.0,3000,42.0
733,13,100,100,3000,0.03,0.5,94.0,3000,42.0
734,14,100,100,3000,0.03,0.5,94.0,3000,42.0
735,15,100,100,3000,0.03,0.5,92.0,3000,41.0
736,16,100,100,3000,0.03,0.5,94.0,3000,41.0
737,17,100,100,3000,0.03,0.5,96.0,3000,42.0
738,18,100,100,3000,0.03,0.5,94.0,3000,43.0
739,19,100,100,3000,0.03,0.5,92.0,3000,43.0
740,20,100,100,3000,0.03,0.5,94.0,3000,42.0
741,21,100,100,3000,0.03,0.5,96.0,3000,42.0
742,22,100,100,3000,0.03,0.5,95.0,3000,43.0
743,23,100,100,3000,0.03,0.5,94.0,3000,42.0
744,24,100,100,3000,0.03,0.5,92.0,3000,41.0
745,25,100,100,3000,0.03,0.5,94.0,3000,42.0
746,26,100,100,3000,0.03,0.5,93.0,3000,43.0
747,27,100,100,3000,0.03,0.5,96.0,3000,42.0
748,28,100,100,3000,0.03,0.5,92.0,3000,42.0
749,29,100,100,3000,0.03,0.5,92.0,3000,44.0
750,0,100,100,3000,0.03,0.6,94.0,3000,42.0
751,1,100,100,3000,0.03,0.6,96.0,3000,42.0
752,2,100,100,3000,0.03,0.6,94.0,3000,42.0
753,3,100,100,3000,0.03,0.6,94.0,3000,42.0
754,4,100,100,3000,0.03,0.6,94.0,3000,42.0
755,5,100,100,3000,0.03,0.6,93.0,3000,43.0
756,6,100,100,3000,0.03,0.6,95.0,3000,42.0
757,7,100,100,3000,0.03,0.6,97.0,3000,42.0
758,8,100,100,3000,0.03,0.6,96.0,3000,42.0
759,9,100,100,3000,0.03,0.6,93.0,3000,42.0
760,10,100,100,3000,0.03,0.6,93.0,3000,43.0
761,11,100,100,3000,0.03,0.6,95.0,3000,42.0
762,12,100,100,3000,0.03,0.6,95.0,3000,43.0
763,13,100,100,3000,0.03,0.6,91.0,3000,43.0
764,14,100,100,3000,0.03,0.6,95.0,3000,42.0
765,15,100,100,3000,0.03,0.6,94.0,3000,41.0
766,16,100,100,3000,0.03,0.6,97.0,3000,43.0
767,17,100,100,3000,0.03,0.6,95.0,3000,42.0
768,18,100,100,3000,0.03,0.6,96.0,3000,42.0
769,19,100,100,3000,0.03,0.6,95.0,3000,42.0
770,20,100,100,3000,0.03,0.6,92.0,3000,43.0
771,21,100,100,3000,0.03,0.6,95.0,3000,42.0
772,22,100,100,3000,0.03,0.6,92.0,3000,43.0
773,23,100,100,3000,0.03,0.6,94.0,3000,42.0
774,24,100,100,3000,0.03,0.6,95.0,3000,46.0
775,25,100,100,3000,0.03,0.6,96.0,3000,42.0
776,26,100,100,3000,0.03,0.6,93.0,3000,42.0
777,27,100,100,3000,0.03,0.6,93.0,3000,43.0
778,28,100,100,3000,0.03,0.6,94.0,3000,43.0
779,29,100,100,3000,0.03,0.6,95.0,3000,42.0
780,0,100,100,3000,0.03,0.7,94.0,3000,42.0
781,1,100,100,3000,0.03,0.7,94.0,3000,43.0
782,2,100,100,3000,0.03,0.7,96.0,3000,43.0
783,3,100,100,3000,0.03,0.7,94.0,3000,42.0
784,4,100,100,3000,0.03,0.7,95.0,3000,43.0
785,5,100,100,3000,0.03,0.7,96.0,3000,43.0
786,6,100,100,3000,0.03,0.7,96.0,3000,43.0
787,7,100,100,3000,0.03,0.7,96.0,3000,42.0
788,8,100,100,3000,0.03,0.7,95.0,3000,42.0
789,9,100,100,3000,0.03,0.7,95.0,3000,42.0
790,10,100,100,3000,0.03,0.7,96.0,3000,43.0
791,11,100,100,3000,0.03,0.7,95.0,3000,42.0
792,12,100,100,3000,0.03,0.7,96.0,3000,42.0
793,13,100,100,3000,0.03,0.7,95.0,3000,43.0
794,14,100,100,3000,0.03,0.7,95.0,3000,42.0
795,15,100,100,3000,0.03,0.7,94.0,3000,43.0
796,16,100,100,3000,0.03,0.7,94.0,3000,43.0
797,17,100,100,3000,0.03,0.7,97.0,3000,42.0
798,18,100,100,3000,0.03,0.7,96.0,3000,42.0
799,19,100,100,3000,0.03,0.7,94.0,3000,43.0
800,20,100,100,3000,0.03,0.7,95.0,3000,42.0
801,21,100,100,3000,0.03,0.7,98.0,3000,42.0
802,22,100,100,3000,0.03,0.7,95.0,3000,43.0
803,23,100,100,3000,0.03,0.7,94.0,3000,42.0
804,24,100,100,3000,0.03,0.7,95.0,3000,42.0
805,25,100,100,3000,0.03,0.7,95.0,3000,42.0
806,26,100,100,3000,0.03,0.7,95.0,3000,43.0
807,27,100,100,3000,0.03,0.7,95.0,3000,42.0
808,28,100,100,3000,0.03,0.7,98.0,3000,41.0
809,29,100,100,3000,0.03,0.7,95.0,3000,42.0
810,0,100,100,3000,0.03,0.8,95.0,3000,42.0
811,1,100,100,3000,0.03,0.8,97.0,3000,42.0
812,2,100,100,3000,0.03,0.8,98.0,3000,43.0
813,3,100,100,3000,0.03,0.8,98.0,3000,43.0
814,4,100,100,3000,0.03,0.8,96.0,3000,42.0
815,5,100,100,3000,0.03,0.8,99.0,3000,42.0
816,6,100,100,3000,0.03,0.8,95.0,3000,42.0
817,7,100,100,3000,0.03,0.8,94.0,3000,42.0
818,8,100,100,3000,0.03,0.8,95.0,3000,42.0
819,9,100,100,3000,0.03,0.8,95.0,3000,42.0
820,10,100,100,3000,0.03,0.8,94.0,3000,43.0
821,11,100,100,3000,0.03,0.8,95.0,3000,42.0
822,12,100,100,3000,0.03,0.8,99.0,3000,43.0
823,13,100,100,3000,0.03,0.8,94.0,3000,42.0
824,14,100,100,3000,0.03,0.8,95.0,3000,45.0
825,15,100,100,3000,0.03,0.8,95.0,3000,42.0
826,16,100,100,3000,0.03,0.8,97.0,3000,42.0
827,17,100,100,3000,0.03,0.8,96.0,3000,42.0
828,18,100,100,3000,0.03,0.8,94.0,3000,42.0
829,19,100,100,3000,0.03,0.8,95.0,3000,42.0
830,20,100,100,3000,0.03,0.8,95.0,3000,41.0
831,21,100,100,3000,0.03,0.8,93.0,3000,43.0
832,22,100,100,3000,0.03,0.8,98.0,3000,42.0
833,23,100,100,3000,0.03,0.8,95.0,3000,42.0
834,24,100,100,3000,0.03,0.8,97.0,3000,42.0
835,25,100,100,3000,0.03,0.8,97.0,3000,44.0
836,26,100,100,3000,0.03,0.8,95.0,3000,42.0
837,27,100,100,3000,0.03,0.8,97.0,3000,41.0
838,28,100,100,3000,0.03,0.8,98.0,3000,43.0
839,29,100,100,3000,0.03,0.8,96.0,3000,42.0
840,0,100,100,3000,0.03,0.9,99.0,3000,43.0
841,1,100,100,3000,0.03,0.9,94.0,3000,43.0
842,2,100,100,3000,0.03,0.9,96.0,3000,41.0
843,3,100,100,3000,0.03,0.9,97.0,3000,42.0
844,4,100,100,3000,0.03,0.9,96.0,3000,43.0
845,5,100,100,3000,0.03,0.9,94.0,3000,42.0
846,6,100,100,3000,0.03,0.9,95.0,3000,44.0
847,7,100,100,3000,0.03,0.9,98.0,3000,42.0
848,8,100,100,3000,0.03,0.9,97.0,3000,42.0
849,9,100,100,3000,0.03,0.9,97.0,3000,44.0
850,10,100,100,3000,0.03,0.9,97.0,3000,42.0
851,11,100,100,3000,0.03,0.9,96.0,3000,43.0
852,12,100,100,3000,0.03,0.9,97.0,3000,41.0
853,13,100,100,3000,0.03,0.9,98.0,3000,43.0
854,14,100,100,3000,0.03,0.9,95.0,3000,43.0
855,15,100,100,3000,0.03,0.9,97.0,3000,43.0
856,16,100,100,3000,0.03,0.9,95.0,3000,43.0
857,17,100,100,3000,0.03,0.9,96.0,3000,43.0
858,18,100,100,3000,0.03,0.9,95.0,3000,42.0
859,19,100,100,3000,0.03,0.9,96.0,3000,42.0
860,20,100,100,3000,0.03,0.9,95.0,3000,42.0
861,21,100,100,3000,0.03,0.9,96.0,3000,42.0
862,22,100,100,3000,0.03,0.9,95.0,3000,43.0
863,23,100,100,3000,0.03,0.9,96.0,3000,43.0
864,24,100,100,3000,0.03,0.9,95.0,3000,42.0
865,25,100,100,3000,0.03,0.9,96.0,3000,42.0
866,26,100,100,3000,0.03,0.9,96.0,3000,42.0
867,27,100,100,3000,0.03,0.9,96.0,3000,44.0
868,28,100,100,3000,0.03,0.9,95.0,3000,42.0
869,29,100,100,3000,0.03,0.9,96.0,3000,43.0
870,0,100,100,3000,0.03,1.0,96.0,3000,42.0
871,1,100,100,3000,0.03,1.0,99.0,3000,42.0
872,2,100,100,3000,0.03,1.0,98.0,3000,43.0
873,3,100,100,3000,0.03,1.0,95.0,3000,42.0
874,4,100,100,3000,0.03,1.0,97.0,3000,42.0
875,5,100,100,3000,0.03,1.0,98.0,3000,43.0
876,6,100,100,3000,0.03,1.0,95.0,3000,43.0
877,7,100,100,3000,0.03,1.0,97.0,3000,43.0
878,8,100,100,3000,0.03,1.0,96.0,3000,43.0
879,9,100,100,3000,0.03,1.0,97.0,3000,43.0
880,10,100,100,3000,0.03,1.0,95.0,3000,42.0
881,11,100,100,3000,0.03,1.0,95.0,3000,42.0
882,12,100,100,3000,0.03,1.0,97.0,3000,43.0
883,13,100,100,3000,0.03,1.0,98.0,3000,43.0
884,14,100,100,3000,0.03,1.0,96.0,3000,43.0
885,15,100,100,3000,0.03,1.0,96.0,3000,42.0
886,16,100,100,3000,0.03,1.0,96.0,3000,43.0
887,17,100,100,3000,0.03,1.0,97.0,3000,42.0
888,18,100,100,3000,0.03,1.0,95.0,3000,42.0
889,19,100,100,3000,0.03,1.0,95.0,3000,42.0
890,20,100,100,3000,0.03,1.0,97.0,3000,42.0
891,21,100,100,3000,0.03,1.0,96.0,3000,42.0
892,22,100,100,3000,0.03,1.0,96.0,3000,42.0
893,23,100,100,3000,0.03,1.0,97.0,3000,42.0
894,24,100,100,3000,0.03,1.0,97.0,3000,43.0
895,25,100,100,3000,0.03,1.0,96.0,3000,42.0
896,26,100,100,3000,0.03,1.0,96.0,3000,42.0
897,27,100,100,3000,0.03,1.0,94.0,3000,42.0
898,28,100,100,3000,0.03,1.0,98.0,3000,42.0
899,29,100,100,3000,0.03,1.0,94.0,3000,43.0
900,0,100,100,3000,0.04,0.1,89.0,3000,43.0
901,1,100,100,3000,0.04,0.1,88.0,3000,43.0
902,2,100,100,3000,0.04,0.1,89.0,3000,41.0
903,3,100,100,3000,0.04,0.1,90.0,3000,43.0
904,4,100,100,3000,0.04,0.1,88.0,3000,42.0
905,5,100,100,3000,0.04,0.1,89.0,3000,43.0
906,6,100,100,3000,0.04,0.1,90.0,3000,41.0
907,7,100,100,3000,0.04,0.1,89.0,3000,42.0
908,8,100,100,3000,0.04,0.1,90.0,3000,43.0
909,9,100,100,3000,0.04,0.1,89.0,3000,41.0
910,10,100,100,3000,0.04,0.1,92.0,3000,41.0
911,11,100,100,3000,0.04,0.1,88.0,3000,42.0
912,12,100,100,3000,0.04,0.1,87.0,3000,41.0
913,13,100,100,3000,0.04,0.1,87.0,3000,41.0
914,14,100,100,3000,0.04,0.1,89.0,3000,41.0
915,15,100,100,3000,0.04,0.1,88.0,3000,42.0
916,16,100,100,3000,0.04,0.1,90.0,3000,43.0
917,17,100,100,3000,0.04,0.1,91.0,3000,42.0
918,18,100,100,3000,0.04,0.1,87.0,3000,41.0
919,19,100,100,3000,0.04,0.1,90.0,3000,43.0
920,20,100,100,3000,0.04,0.1,90.0,3000,41.0
921,21,100,100,3000,0.04,0.1,89.0,3000,43.0
922,22,100,100,3000,0.04,0.1,89.0,3000,43.0
923,23,100,100,3000,0.04,0.1,90.0,3000,42.0
924,24,100,100,3000,0.04,0.1,89.0,3000,41.0
925,25,100,100,3000,0.04,0.1,90.0,3000,42.0
926,26,100,100,3000,0.04,0.1,88.0,3000,43.0
927,27,100,100,3000,0.04,0.1,90.0,3000,41.0
