,Execution,Population Size,Problem Size,Evaluations,Mutation Probability,Crossover Probability,Fitness,Max Evaluations,Elapsed Time (ms)
2429,29,100,100,3000,0.09,0.1,80.0,3000,45.0
2430,0,100,100,3000,0.09,0.2,82.0,3000,43.0
2431,1,100,100,3000,0.09,0.2,87.0,3000,45.0
2432,2,100,100,3000,0.09,0.2,83.0,3000,44.0
2433,3,100,100,3000,0.09,0.2,84.0,3000,45.0
2434,4,100,100,3000,0.09,0.2,83.0,3000,44.0
2435,5,100,100,3000,0.09,0.2,81.0,3000,43.0
2436,6,100,100,3000,0.09,0.2,84.0,3000,42.0
2437,7,100,100,3000,0.09,0.2,83.0,3000,43.0
2438,8,100,100,3000,0.09,0.2,82.0,3000,44.0
2439,9,100,100,3000,0.09,0.2,85.0,3000,42.0
2440,10,100,100,3000,0.09,0.2,82.0,3000,42.0
2441,11,100,100,3000,0.09,0.2,82.0,3000,45.0
2442,12,100,100,3000,0.09,0.2,82.0,3000,65.0
2443,13,100,100,3000,0.09,0.2,83.0,3000,44.0
2444,14,100,100,3000,0.09,0.2,86.0,3000,44.0
2445,15,100,100,3000,0.09,0.2,87.0,3000,48.0
2446,16,100,100,3000,0.09,0.2,82.0,3000,45.0
2447,17,100,100,3000,0.09,0.2,84.0,3000,47.0
2448,18,100,100,3000,0.09,0.2,85.0,3000,47.0
2449,19,100,100,3000,0.09,0.2,82.0,3000,44.0
2450,20,100,100,3000,0.09,0.2,88.0,3000,58.0
2451,21,100,100,3000,0.09,0.2,81.0,3000,45.0
2452,22,100,100,3000,0.09,0.2,83.0,3000,60.0
2453,23,100,100,3000,0.09,0.2,82.0,3000,42.0
2454,24,100,100,3000,0.09,0.2,82.0,3000,44.0
2455,25,100,100,3000,0.09,0.2,86.0,3000,43.0
2456,26,100,100,3000,0.09,0.2,82.0,3000,42.0
2457,27,100,100,3000,0.09,0.2,83.0,3000,43.0
2458,28,100,100,3000,0.09,0.2,84.0,3000,43.0
2459,29,100,100,3000,0.09,0.2,82.0,3000,42.0
2460,0,100,100,3000,0.09,0.3,86.0,3000,43.0
2461,1,100,100,3000,0.09,0.3,85.0,3000,42.0
2462,2,100,100,3000,0.09,0.3,82.0,3000,42.0
2463,3,100,100,3000,0.09,0.3,85.0,3000,43.0
2464,4,100,100,3000,0.09,0.3,87.0,3000,43.0
2465,5,100,100,3000,0.09,0.3,85.0,3000,45.0
2466,6,100,100,3000,0.09,0.3,82.0,3000,43.0
2467,7,100,100,3000,0.09,0.3,84.0,3000,44.0
2468,8,100,100,3000,0.09,0.3,83.0,3000,43.0
2469,9,100,100,3000,0.09,0.3,84.0,3000,43.0
2470,10,100,100,3000,0.09,0.3,82.0,3000,43.0
2471,11,100,100,3000,0.09,0.3,82.0,3000,43.0
2472,12,100,100,3000,0.09,0.3,83.0,3000,43.0
2473,13,100,100,3000,0.09,0.3,84.0,3000,42.0
2474,14,100,100,3000,0.09,0.3,82.0,3000,43.0
2475,15,100,100,3000,0.09,0.3,84.0,3000,43.0
2476,16,100,100,3000,0.09,0.3,85.0,3000,43.0
2477,17,100,100,3000,0.09,0.3,84.0,3000,43.0
2478,18,100,100,3000,0.09,0.3,84.0,3000,42.0
2479,19,100,100,3000,0.09,0.3,83.0,3000,43.0
2480,20,100,100,3000,0.09,0.3,82.0,3000,43.0
2481,21,100,100,3000,0.09,0.3,83.0,3000,43.0
2482,22,100,100,3000,0.09,0.3,84.0,3000,43.0
2483,23,100,100,3000,0.09,0.3,84.0,3000,43.0
2484,24,100,100,3000,0.09,0.3,82.0,3000,42.0
2485,25,100,100,3000,0.09,0.3,84.0,3000,43.0
2486,26,100,100,3000,0.09,0.3,87.0,3000,43.0
2487,27,100,100,3000,0.09,0.3,87.0,3000,42.0
2488,28,100,100,3000,0.09,0.3,83.0,3000,43.0
2489,29,100,100,3000,0.09,0.3,83.0,3000,43.0
2490,0,100,100,3000,0.09,0.4,85.0,3000,43.0
2491,1,100,100,3000,0.09,0.4,83.0,3000,44.0
2492,2,100,100,3000,0.09,0.4,82.0,3000,43.0
2493,3,100,100,3000,0.09,0.4,83.0,3000,43.0
2494,4,100,100,3000,0.09,0.4,82.0,3000,43.0
2495,5,100,100,3000,0.09,0.4,84.0,3000,43.0
2496,6,100,100,3000,0.09,0.4,85.0,3000,43.0
2497,7,100,100,3000,0.09,0.4,83.0,3000,42.0
2498,8,100,100,3000,0.09,0.4,83.0,3000,42.0
2499,9,100,100,3000,0.09,0.4,83.0,3000,43.0
2500,10,100,100,3000,0.09,0.4,83.0,3000,42.0
2501,11,100,100,3000,0.09,0.4,83.0,3000,43.0
2502,12,100,100,3000,0.09,0.4,85.0,3000,42.0
2503,13,100,100,3000,0.09,0.4,82.0,3000,42.0
2504,14,100,100,3000,0.09,0.4,82.0,3000,43.0
2505,15,100,100,3000,0.09,0.4,84.0,3000,42.0
2506,16,100,100,3000,0.09,0.4,84.0,3000,43.0
2507,17,100,100,3000,0.09,0.4,86.0,3000,42.0
2508,18,100,100,3000,0.09,0.4,83.0,3000,43.0
2509,19,100,100,3000,0.09,0.4,84.0,3000,42.0
2510,20,100,100,3000,0.09,0.4,82.0,3000,43.0
2511,21,100,100,3000,0.09,0.4,82.0,3000,43.0
2512,22,100,100,3000,0.09,0.4,84.0,3000,43.0
2513,23,100,100,3000,0.09,0.4,86.0,3000,43.0
2514,24,100,100,3000,0.09,0.4,84.0,3000,43.0
2515,25,100,100,3000,0.09,0.4,82.0,3000,43.0
2516,26,100,100,3000,0.09,0.4,86.0,3000,42.0
2517,27,100,100,3000,0.09,0.4,83.0,3000,45.0
2518,28,100,100,3000,0.09,0.4,83.0,3000,43.0
2519,29,100,100,3000,0.09,0.4,84.0,3000,43.0
2520,0,100,100,3000,0.09,0.5,85.0,3000,43.0
2521,1,100,100,3000,0.09,0.5,86.0,3000,44.0
2522,2,100,100,3000,0.09,0.5,84.0,3000,45.0
2523,3,100,100,3000,0.09,0.5,84.0,3000,45.0
2524,4,100,100,3000,0.09,0.5,84.0,3000,44.0
2525,5,100,100,3000,0.09,0.5,85.0,3000,44.0
2526,6,100,100,3000,0.09,0.5,83.0,3000,46.0
2527,7,100,100,3000,0.09,0.5,82.0,3000,44.0
2528,8,100,100,3000,0.09,0.5,86.0,3000,45.0
2529,9,100,100,3000,0.09,0.5,84.0,3000,45.0
2530,10,100,100,3000,0.09,0.5,85.0,3000,45.0
2531,11,100,100,3000,0.09,0.5,87.0,3000,43.0
2532,12,100,100,3000,0.09,0.5,88.0,3000,43.0
2533,13,100,100,3000,0.09,0.5,85.0,3000,48.0
2534,14,100,100,3000,0.09,0.5,85.0,3000,44.0
2535,15,100,100,3000,0.09,0.5,81.0,3000,51.0
2536,16,100,100,3000,0.09,0.5,84.0,3000,43.0
2537,17,100,100,3000,0.09,0.5,84.0,3000,43.0
2538,18,100,100,3000,0.09,0.5,82.0,3000,44.0
2539,19,100,100,3000,0.09,0.5,84.0,3000,43.0
2540,20,100,100,3000,0.09,0.5,83.0,3000,42.0
2541,21,100,100,3000,0.09,0.5,83.0,3000,44.0
2542,22,100,100,3000,0.09,0.5,87.0,3000,44.0
2543,23,100,100,3000,0.09,0.5,87.0,3000,43.0
2544,24,100,100,3000,0.09,0.5,82.0,3000,43.0
2545,25,100,100,3000,0.09,0.5,84.0,3000,45.0
2546,26,100,100,3000,0.09,0.5,86.0,3000,43.0
2547,27,100,100,3000,0.09,0.5,85.0,3000,42.0
2548,28,100,100,3000,0.09,0.5,85.0,3000,43.0
2549,29,100,100,3000,0.09,0.5,84.0,3000,43.0
2550,0,100,100,3000,0.09,0.6,85.0,3000,44.0
2551,1,100,100,3000,0.09,0.6,86.0,3000,42.0
2552,2,100,100,3000,0.09,0.6,86.0,3000,42.0
2553,3,100,100,3000,0.09,0.6,87.0,3000,42.0
2554,4,100,100,3000,0.09,0.6,85.0,3000,43.0
2555,5,100,100,3000,0.09,0.6,85.0,3000,44.0
2556,6,100,100,3000,0.09,0.6,84.0,3000,44.0
2557,7,100,100,3000,0.09,0.6,86.0,3000,43.0
2558,8,100,100,3000,0.09,0.6,84.0,3000,43.0
2559,9,100,100,3000,0.09,0.6,86.0,3000,44.0
2560,10,100,100,3000,0.09,0.6,85.0,3000,45.0
2561,11,100,100,3000,0.09,0.6,85.0,3000,43.0
2562,12,100,100,3000,0.09,0.6,87.0,3000,45.0
2563,13,100,100,3000,0.09,0.6,84.0,3000,44.0
2564,14,100,100,3000,0.09,0.6,83.0,3000,45.0
2565,15,100,100,3000,0.09,0.6,86.0,3000,45.0
2566,16,100,100,3000,0.09,0.6,86.0,3000,44.0
2567,17,100,100,3000,0.09,0.6,83.0,3000,44.0
2568,18,100,100,3000,0.09,0.6,84.0,3000,45.0
2569,19,100,100,3000,0.09,0.6,86.0,3000,44.0
2570,20,100,100,3000,0.09,0.6,85.0,3000,44.0
2571,21,100,100,3000,0.09,0.6,85.0,3000,44.0
2572,22,100,100,3000,0.09,0.6,85.0,3000,46.0
2573,23,100,100,3000,0.09,0.6,86.0,3000,44.0
2574,24,100,100,3000,0.09,0.6,84.0,3000,44.0
2575,25,100,100,3000,0.09,0.6,87.0,3000,45.0
2576,26,100,100,3000,0.09,0.6,85.0,3000,46.0
2577,27,100,100,3000,0.09,0.6,83.0,3000,43.0
2578,28,100,100,3000,0.09,0.6,85.0,3000,43.0
2579,29,100,100,3000,0.09,0.6,85.0,3000,43.0
2580,0,100,100,3000,0.09,0.7,85.0,3000,44.0
2581,1,100,100,3000,0.09,0.7,86.0,3000,43.0
2582,2,100,100,3000,0.09,0.7,85.0,3000,43.0
2583,3,100,100,3000,0.09,0.7,84.0,3000,42.0
2584,4,100,100,3000,0.09,0.7,84.0,3000,44.0
2585,5,100,100,3000,0.09,0.7,85.0,3000,44.0
2586,6,100,100,3000,0.09,0.7,87.0,3000,42.0
2587,7,100,100,3000,0.09,0.7,85.0,3000,43.0
2588,8,100,100,3000,0.09,0.7,84.0,3000,43.0
2589,9,100,100,3000,0.09,0.7,86.0,3000,42.0
2590,10,100,100,3000,0.09,0.7,87.0,3000,42.0
2591,11,100,100,3000,0.09,0.7,87.0,3000,43.0
2592,12,100,100,3000,0.09,0.7,84.0,3000,43.0
2593,13,100,100,3000,0.09,0.7,86.0,3000,43.0
2594,14,100,100,3000,0.09,0.7,85.0,3000,43.0
2595,15,100,100,3000,0.09,0.7,84.0,3000,42.0
2596,16,100,100,3000,0.09,0.7,86.0,3000,43.0
2597,17,100,100,3000,0.09,0.7,84.0,3000,43.0
2598,18,100,100,3000,0.09,0.7,84.0,3000,43.0
2599,19,100,100,3000,0.09,0.7,86.0,3000,43.0
2600,20,100,100,3000,0.09,0.7,82.0,3000,43.0
2601,21,100,100,3000,0.09,0.7,84.0,3000,43.0
2602,22,100,100,3000,0.09,0.7,82.0,3000,43.0
2603,23,100,100,3000,0.09,0.7,84.0,3000,42.0
2604,24,100,100,3000,0.09,0.7,87.0,3000,43.0
2605,25,100,100,3000,0.09,0.7,87.0,3000,44.0
2606,26,100,100,3000,0.09,0.7,83.0,3000,43.0
2607,27,100,100,3000,0.09,0.7,85.0,3000,43.0
2608,28,100,100,3000,0.09,0.7,84.0,3000,43.0
2609,29,100,100,3000,0.09,0.7,85.0,3000,44.0
2610,0,100,100,3000,0.09,0.8,86.0,3000,43.0
2611,1,100,100,3000,0.09,0.8,86.0,3000,42.0
2612,2,100,100,3000,0.09,0.8,86.0,3000,43.0
2613,3,100,100,3000,0.09,0.8,86.0,3000,42.0
2614,4,100,100,3000,0.09,0.8,85.0,3000,42.0
2615,5,100,100,3000,0.09,0.8,87.0,3000,43.0
2616,6,100,100,3000,0.09,0.8,85.0,3000,43.0
2617,7,100,100,3000,0.09,0.8,84.0,3000,43.0
2618,8,100,100,3000,0.09,0.8,85.0,3000,43.0
2619,9,100,100,3000,0.09,0.8,86.0,3000,43.0
2620,10,100,100,3000,0.09,0.8,85.0,3000,43.0
2621,11,100,100,3000,0.09,0.8,88.0,3000,44.0
2622,12,100,100,3000,0.09,0.8,86.0,3000,44.0
2623,13,100,100,3000,0.09,0.8,86.0,3000,43.0
2624,14,100,100,3000,0.09,0.8,86.0,3000,44.0
2625,15,100,100,3000,0.09,0.8,84.0,3000,44.0
2626,16,100,100,3000,0.09,0.8,85.0,3000,42.0
2627,17,100,100,3000,0.09,0.8,84.0,3000,43.0
2628,18,100,100,3000,0.09,0.8,84.0,3000,43.0
2629,19,100,100,3000,0.09,0.8,84.0,3000,43.0
2630,20,100,100,3000,0.09,0.8,84.0,3000,44.0
2631,21,100,100,3000,0.09,0.8,85.0,3000,43.0
2632,22,100,100,3000,0.09,0.8,84.0,3000,43.0
2633,23,100,100,3000,0.09,0.8,86.0,3000,43.0
2634,24,100,100,3000,0.09,0.8,86.0,3000,43.0
2635,25,100,100,3000,0.09,0.8,86.0,3000,43.0
2636,26,100,100,3000,0.09,0.8,89.0,3000,43.0
2637,27,100,100,3000,0.09,0.8,83.0,3000,43.0
2638,28,100,100,3000,0.09,0.8,84.0,3000,43.0
2639,29,100,100,3000,0.09,0.8,83.0,3000,42.0
2640,0,100,100,3000,0.09,0.9,86.0,3000,43.0
2641,1,100,100,3000,0.09,0.9,86.0,3000,44.0
2642,2,100,100,3000,0.09,0.9,85.0,3000,43.0
2643,3,100,100,3000,0.09,0.9,87.0,3000,43.0
2644,4,100,100,3000,0.09,0.9,85.0,3000,43.0
2645,5,100,100,3000,0.09,0.9,85.0,3000,42.0
2646,6,100,100,3000,0.09,0.9,85.0,3000,44.0
2647,7,100,100,3000,0.09,0.9,85.0,3000,43.0
2648,8,100,100,3000,0.09,0.9,85.0,3000,43.0
2649,9,100,100,3000,0.09,0.9,85.0,3000,43.0
2650,10,100,100,3000,0.09,0.9,84.0,3000,42.0
2651,11,100,100,3000,0.09,0.9,85.0,3000,43.0
2652,12,100,100,3000,0.09,0.9,84.0,3000,43.0
2653,13,100,100,3000,0.09,0.9,86.0,3000,43.0
2654,14,100,100,3000,0.09,0.9,84.0,3000,42.0
2655,15,100,100,3000,0.09,0.9,84.0,3000,42.0
2656,16,100,100,3000,0.09,0.9,85.0,3000,43.0
2657,17,100,100,3000,0.09,0.9,84.0,3000,44.0
2658,18,100,100,3000,0.09,0.9,84.0,3000,44.0
2659,19,100,100,3000,0.09,0.9,86.0,3000,44.0
2660,20,100,100,3000,0.09,0.9,86.0,3000,43.0
2661,21,100,100,3000,0.09,0.9,84.0,3000,43.0
2662,22,100,100,3000,0.09,0.9,86.0,3000,43.0
2663,23,100,100,3000,0.09,0.9,85.0,3000,42.0
2664,24,100,100,3000,0.09,0.9,87.0,3000,43.0
2665,25,100,100,3000,0.09,0.9,86.0,3000,44.0
2666,26,100,100,3000,0.09,0.9,84.0,3000,43.0
2667,27,100,100,3000,0.09,0.9,88.0,3000,42.0
2668,28,100,100,3000,0.09,0.9,86.0,3000,42.0
2669,29,100,100,3000,0.09,0.9,86.0,3000,43.0
2670,0,100,100,3000,0.09,1.0,85.0,3000,43.0
2671,1,100,100,3000,0.09,1.0,87.0,3000,42.0
2672,2,100,100,3000,0.09,1.0,87.0,3000,43.0
2673,3,100,100,3000,0.09,1.0,85.0,3000,42.0
2674,4,100,100,3000,0.09,1.0,88.0,3000,43.0
2675,5,100,100,3000,0.09,1.0,85.0,3000,43.0
2676,6,100,100,3000,0.09,1.0,84.0,3000,43.0
2677,7,100,100,3000,0.09,1.0,85.0,3000,48.0
2678,8,100,100,3000,0.09,1.0,86.0,3000,43.0
2679,9,100,100,3000,0.09,1.0,83.0,3000,44.0
2680,10,100,100,3000,0.09,1.0,86.0,3000,43.0
2681,11,100,100,3000,0.09,1.0,85.0,3000,44.0
2682,12,100,100,3000,0.09,1.0,86.0,3000,43.0
2683,13,100,100,3000,0.09,1.0,86.0,3000,44.0
2684,14,100,100,3000,0.09,1.0,86.0,3000,43.0
2685,15,100,100,3000,0.09,1.0,84.0,3000,43.0
2686,16,100,100,3000,0.09,1.0,83.0,3000,43.0
2687,17,100,100,3000,0.09,1.0,87.0,3000,43.0
2688,18,100,100,3000,0.09,1.0,83.0,3000,43.0
2689,19,100,100,3000,0.09,1.0,85.0,3000,43.0
2690,20,100,100,3000,0.09,1.0,87.0,3000,44.0
2691,21,100,100,3000,0.09,1.0,89.0,3000,43.0
2692,22,100,100,3000,0.09,1.0,85.0,3000,43.0
2693,23,100,100,3000,0.09,1.0,85.0,3000,43.0
2694,24,100,100,3000,0.09,1.0,84.0,3000,43.0
2695,25,100,100,3000,0.09,1.0,84.0,3000,43.0
2696,26,100,100,3000,0.09,1.0,85.0,3000,43.0
2697,27,100,100,3000,0.09,1.0,85.0,3000,43.0
2698,28,100,100,3000,0.09,1.0,84.0,3000,43.0
2699,29,100,100,3000,0.09,1.0,85.0,3000,44.0
2700,0,100,100,3000,0.1,0.1,86.0,3000,42.0
2701,1,100,100,3000,0.1,0.1,81.0,3000,42.0
2702,2,100,100,3000,0.1,0.1,80.0,3000,43.0
2703,3,100,100,3000,0.1,0.1,81.0,3000,43.0
2704,4,100,100,3000,0.1,0.1,80.0,3000,42.0
2705,5,100,100,3000,0.1,0.1,79.0,3000,42.0
2706,6,100,100,3000,0.1,0.1,81.0,3000,43.0
2707,7,100,100,3000,0.1,0.1,84.0,3000,43.0
2708,8,100,100,3000,0.1,0.1,80.0,3000,42.0
2709,9,100,100,3000,0.1,0.1,82.0,3000,43.0
2710,10,100,100,3000,0.1,0.1,81.0,3000,43.0
2711,11,100,100,3000,0.1,0.1,80.0,3000,42.0
2712,12,100,100,3000,0.1,0.1,81.0,3000,43.0
2713,13,100,100,3000,0.1,0.1,80.0,3000,41.0
2714,14,100,100,3000,0.1,0.1,82.0,3000,43.0
2715,15,100,100,3000,0.1,0.1,84.0,3000,43.0
2716,16,100,100,3000,0.1,0.1,80.0,3000,42.0
2717,17,100,100,3000,0.1,0.1,79.0,3000,43.0
2718,18,100,100,3000,0.1,0.1,81.0,3000,43.0
2719,19,100,100,3000,0.1,0.1,84.0,3000,42.0
2720,20,100,100,3000,0.1,0.1,83.0,3000,42.0
2721,21,100,100,3000,0.1,0.1,82.0,3000,42.0
2722,22,100,100,3000,0.1,0.1,82.0,3000,43.0
2723,23,100,100,3000,0.1,0.1,82.0,3000,42.0
2724,24,100,100,3000,0.1,0.1,81.0,3000,42.0
2725,25,100,100,3000,0.1,0.1,81.0,3000,43.0
2726,26,100,100,3000,0.1,0.1,81.0,3000,42.0
2727,27,100,100,3000,0.1,0.1,84.0,3000,42.0
2728,28,100,100,3000,0.1,0.1,84.0,3000,42.0
2729,29,100,100,3000,0.1,0.1,82.0,3000,42.0
2730,0,100,100,3000,0.1,0.2,83.0,3000,43.0
2731,1,100,100,3000,0.1,0.2,81.0,3000,42.0
2732,2,100,100,3000,0.1,0.2,83.0,3000,43.0
2733,3,100,100,3000,0.1,0.2,81.0,3000,42.0
2734,4,100,100,3000,0.1,0.2,81.0,3000,43.0
2735,5,100,100,3000,0.1,0.2,83.0,3000,43.0
2736,6,100,100,3000,0.1,0.2,84.0,3000,42.0
2737,7,100,100,3000,0.1,0.2,82.0,3000,42.0
2738,8,100,100,3000,0.1,0.2,83.0,3000,42.0
2739,9,100,100,3000,0.1,0.2,82.0,3000,42.0
2740,10,100,100,3000,0.1,0.2,83.0,3000,42.0
2741,11,100,100,3000,0.1,0.2,82.0,3000,42.0
2742,12,100,100,3000,0.1,0.2,83.0,3000,43.0
2743,13,100,100,3000,0.1,0.2,81.0,3000,42.0
2744,14,100,100,3000,0.1,0.2,84.0,3000,42.0
2745,15,100,100,3000,0.1,0.2,82.0,3000,42.0
2746,16,100,100,3000,0.1,0.2,82.0,3000,43.0
2747,17,100,100,3000,0.1,0.2,81.0,3000,42.0
2748,18,100,100,3000,0.1,0.2,83.0,3000,44.0
2749,19,100,100,3000,0.1,0.2,82.0,3000,42.0
2750,20,100,100,3000,0.1,0.2,82.0,3000,43.0
2751,21,100,100,3000,0.1,0.2,82.0,3000,43.0
2752,22,100,100,3000,0.1,0.2,80.0,3000,42.0
2753,23,100,100,3000,0.1,0.2,84.0,3000,43.0
2754,24,100,100,3000,0.1,0.2,83.0,3000,42.0
2755,25,100,100,3000,0.1,0.2,83.0,3000,43.0
2756,26,100,100,3000,0.1,0.2,81.0,3000,42.0
2757,27,100,100,3000,0.1,0.2,83.0,3000,45.0
2758,28,100,100,3000,0.1,0.2,81.0,3000,44.0
2759,29,100,100,3000,0.1,0.2,82.0,3000,43.0
2760,0,100,100,3000,0.1,0.3,81.0,3000,42.0
2761,1,100,100,3000,0.1,0.3,82.0,3000,42.0
2762,2,100,100,3000,0.1,0.3,82.0,3000,42.0
2763,3,100,100,3000,0.1,0.3,82.0,3000,42.0
2764,4,100,100,3000,0.1,0.3,83.0,3000,43.0
2765,5,100,100,3000,0.1,0.3,83.0,3000,44.0
2766,6,100,100,3000,0.1,0.3,84.0,3000,42.0
2767,7,100,100,3000,0.1,0.3,82.0,3000,43.0
2768,8,100,100,3000,0.1,0.3,85.0,3000,42.0
2769,9,100,100,3000,0.1,0.3,82.0,3000,43.0
2770,10,100,100,3000,0.1,0.3,82.0,3000,43.0
2771,11,100,100,3000,0.1,0.3,84.0,3000,42.0
2772,12,100,100,3000,0.1,0.3,83.0,3000,42.0
2773,13,100,100,3000,0.1,0.3,82.0,3000,43.0
2774,14,100,100,3000,0.1,0.3,81.0,3000,43.0
2775,15,100,100,3000,0.1,0.3,81.0,3000,43.0
2776,16,100,100,3000,0.1,0.3,81.0,3000,42.0
2777,17,100,100,3000,0.1,0.3,82.0,3000,43.0
2778,18,100,100,3000,0.1,0.3,84.0,3000,44.0
2779,19,100,100,3000,0.1,0.3,82.0,3000,42.0
2780,20,100,100,3000,0.1,0.3,83.0,3000,44.0
2781,21,100,100,3000,0.1,0.3,81.0,3000,43.0
2782,22,100,100,3000,0.1,0.3,81.0,3000,43.0
2783,23,100,100,3000,0.1,0.3,80.0,3000,43.0
2784,24,100,100,3000,0.1,0.3,83.0,3000,43.0
2785,25,100,100,3000,0.1,0.3,80.0,3000,43.0
2786,26,100,100,3000,0.1,0.3,85.0,3000,43.0
2787,27,100,100,3000,0.1,0.3,80.0,3000,43.0
2788,28,100,100,3000,0.1,0.3,81.0,3000,42.0
2789,29,100,100,3000,0.1,0.3,83.0,3000,42.0
2790,0,100,100,3000,0.1,0.4,84.0,3000,42.0
2791,1,100,100,3000,0.1,0.4,81.0,3000,42.0
2792,2,100,100,3000,0.1,0.4,82.0,3000,42.0
2793,3,100,100,3000,0.1,0.4,81.0,3000,42.0
2794,4,100,100,3000,0.1,0.4,81.0,3000,42.0
2795,5,100,100,3000,0.1,0.4,82.0,3000,43.0
2796,6,100,100,3000,0.1,0.4,84.0,3000,42.0
2797,7,100,100,3000,0.1,0.4,82.0,3000,43.0
2798,8,100,100,3000,0.1,0.4,83.0,3000,43.0
2799,9,100,100,3000,0.1,0.4,81.0,3000,42.0
2800,10,100,100,3000,0.1,0.4,82.0,3000,42.0
2801,11,100,100,3000,0.1,0.4,82.0,3000,42.0
2802,12,100,100,3000,0.1,0.4,83.0,3000,43.0
2803,13,100,100,3000,0.1,0.4,84.0,3000,43.0
2804,14,100,100,3000,0.1,0.4,84.0,3000,42.0
2805,15,100,100,3000,0.1,0.4,83.0,3000,42.0
2806,16,100,100,3000,0.1,0.4,82.0,3000,43.0
2807,17,100,100,3000,0.1,0.4,84.0,3000,42.0
2808,18,100,100,3000,0.1,0.4,82.0,3000,42.0
2809,19,100,100,3000,0.1,0.4,80.0,3000,44.0
2810,20,100,100,3000,0.1,0.4,82.0,3000,42.0
2811,21,100,100,3000,0.1,0.4,85.0,3000,42.0
2812,22,100,100,3000,0.1,0.4,82.0,3000,42.0
2813,23,100,100,3000,0.1,0.4,85.0,3000,42.0
2814,24,100,100,3000,0.1,0.4,83.0,3000,43.0
2815,25,100,100,3000,0.1,0.4,84.0,3000,42.0
2816,26,100,100,3000,0.1,0.4,83.0,3000,43.0
2817,27,100,100,3000,0.1,0.4,82.0,3000,43.0
2818,28,100,100,3000,0.1,0.4,83.0,3000,42.0
2819,29,100,100,3000,0.1,0.4,82.0,3000,43.0
2820,0,100,100,3000,0.1,0.5,84.0,3000,43.0
2821,1,100,100,3000,0.1,0.5,85.0,3000,42.0
2822,2,100,100,3000,0.1,0.5,82.0,3000,42.0
2823,3,100,100,3000,0.1,0.5,82.0,3000,43.0
2824,4,100,100,3000,0.1,0.5,84.0,3000,42.0
2825,5,100,100,3000,0.1,0.5,82.0,3000,43.0
2826,6,100,100,3000,0.1,0.5,82.0,3000,43.0
2827,7,100,100,3000,0.1,0.5,82.0,3000,44.0
2828,8,100,100,3000,0.1,0.5,83.0,3000,43.0
2829,9,100,100,3000,0.1,0.5,86.0,3000,42.0
2830,10,100,100,3000,0.1,0.5,83.0,3000,43.0
2831,11,100,100,3000,0.1,0.5,86.0,3000,42.0
2832,12,100,100,3000,0.1,0.5,83.0,3000,42.0
2833,13,100,100,3000,0.1,0.5,84.0,3000,42.0
2834,14,100,100,3000,0.1,0.5,85.0,3000,43.0
2835,15,100,100,3000,0.1,0.5,83.0,3000,43.0
2836,16,100,100,3000,0.1,0.5,82.0,3000,43.0
2837,17,100,100,3000,0.1,0.5,83.0,3000,43.0
2838,18,100,100,3000,0.1,0.5,84.0,3000,43.0
2839,19,100,100,3000,0.1,0.5,81.0,3000,43.0
2840,20,100,100,3000,0.1,0.5,81.0,3000,42.0
2841,21,100,100,3000,0.1,0.5,83.0,3000,43.0
2842,22,100,100,3000,0.1,0.5,85.0,3000,43.0
2843,23,100,100,3000,0.1,0.5,81.0,3000,43.0
2844,24,100,100,3000,0.1,0.5,83.0,3000,42.0
2845,25,100,100,3000,0.1,0.5,80.0,3000,42.0
2846,26,100,100,3000,0.1,0.5,82.0,3000,43.0
2847,27,100,100,3000,0.1,0.5,81.0,3000,43.0
2848,28,100,100,3000,0.1,0.5,85.0,3000,42.0
2849,29,100,100,3000,0.1,0.5,80.0,3000,43.0
2850,0,100,100,3000,0.1,0.6,86.0,3000,43.0
2851,1,100,100,3000,0.1,0.6,84.0,3000,44.0
2852,2,100,100,3000,0.1,0.6,82.0,3000,44.0
2853,3,100,100,3000,0.1,0.6,87.0,3000,43.0
2854,4,100,100,3000,0.1,0.6,85.0,3000,44.0
2855,5,100,100,3000,0.1,0.6,83.0,3000,43.0
2856,6,100,100,3000,0.1,0.6,85.0,3000,43.0
2857,7,100,100,3000,0.1,0.6,85.0,3000,43.0
2858,8,100,100,3000,0.1,0.6,84.0,3000,43.0
2859,9,100,100,3000,0.1,0.6,82.0,3000,42.0
2860,10,100,100,3000,0.1,0.6,85.0,3000,44.0
2861,11,100,100,3000,0.1,0.6,82.0,3000,43.0
2862,12,100,100,3000,0.1,0.6,82.0,3000,43.0
2863,13,100,100,3000,0.1,0.6,83.0,3000,43.0
2864,14,100,100,3000,0.1,0.6,82.0,3000,43.0
2865,15,100,100,3000,0.1,0.6,83.0,3000,43.0
2866,16,100,100,3000,0.1,0.6,83.0,3000,43.0
2867,17,100,100,3000,0.1,0.6,84.0,3000,43.0
2868,18,100,100,3000,0.1,0.6,82.0,3000,42.0
2869,19,100,100,3000,0.1,0.6,83.0,3000,42.0
2870,20,100,100,3000,0.1,0.6,84.0,3000,44.0
2871,21,100,100,3000,0.1,0.6,84.0,3000,43.0
2872,22,100,100,3000,0.1,0.6,81.0,3000,42.0
2873,23,100,100,3000,0.1,0.6,84.0,3000,43.0
2874,24,100,100,3000,0.1,0.6,84.0,3000,43.0
2875,25,100,100,3000,0.1,0.6,83.0,3000,43.0
2876,26,100,100,3000,0.1,0.6,83.0,3000,42.0
2877,27,100,100,3000,0.1,0.6,83.0,3000,43.0
