,Execution,Population Size,Problem Size,Evaluations,Mutation Probability,Crossover Probability,Elapsed Time (ms)
0,0,100,100,4916.0,0.01,0.1,54.0
1,1,100,100,6411.0,0.01,0.1,60.0
2,2,100,100,4190.0,0.01,0.1,52.0
3,3,100,100,5212.0,0.01,0.1,56.0
4,4,100,100,4662.0,0.01,0.1,53.0
5,5,100,100,3993.0,0.01,0.1,49.0
6,6,100,100,5007.0,0.01,0.1,55.0
7,7,100,100,4580.0,0.01,0.1,53.0
8,8,100,100,4828.0,0.01,0.1,54.0
9,9,100,100,4943.0,0.01,0.1,56.0
10,10,100,100,5441.0,0.01,0.1,61.0
11,11,100,100,4287.0,0.01,0.1,53.0
12,12,100,100,5500.0,0.01,0.1,58.0
13,13,100,100,5163.0,0.01,0.1,55.0
14,14,100,100,5646.0,0.01,0.1,57.0
15,15,100,100,4681.0,0.01,0.1,55.0
16,16,100,100,5140.0,0.01,0.1,56.0
17,17,100,100,5870.0,0.01,0.1,59.0
18,18,100,100,4634.0,0.01,0.1,52.0
19,19,100,100,4908.0,0.01,0.1,53.0
20,20,100,100,4935.0,0.01,0.1,53.0
21,21,100,100,6047.0,0.01,0.1,57.0
22,22,100,100,4770.0,0.01,0.1,52.0
23,23,100,100,4210.0,0.01,0.1,50.0
24,24,100,100,5198.0,0.01,0.1,54.0
25,25,100,100,4711.0,0.01,0.1,52.0
26,26,100,100,4858.0,0.01,0.1,53.0
27,27,100,100,5352.0,0.01,0.1,55.0
28,28,100,100,5759.0,0.01,0.1,56.0
29,29,100,100,5260.0,0.01,0.1,54.0
30,0,100,100,4705.0,0.01,0.2,52.0
31,1,100,100,4639.0,0.01,0.2,51.0
32,2,100,100,4219.0,0.01,0.2,51.0
33,3,100,100,3929.0,0.01,0.2,49.0
34,4,100,100,4242.0,0.01,0.2,50.0
35,5,100,100,5148.0,0.01,0.2,54.0
36,6,100,100,4575.0,0.01,0.2,51.0
37,7,100,100,4891.0,0.01,0.2,53.0
38,8,100,100,3950.0,0.01,0.2,50.0
39,9,100,100,4577.0,0.01,0.2,52.0
40,10,100,100,4490.0,0.01,0.2,52.0
41,11,100,100,3577.0,0.01,0.2,47.0
42,12,100,100,4432.0,0.01,0.2,52.0
43,13,100,100,4103.0,0.01,0.2,50.0
44,14,100,100,3902.0,0.01,0.2,50.0
45,15,100,100,3932.0,0.01,0.2,51.0
46,16,100,100,4730.0,0.01,0.2,54.0
47,17,100,100,4437.0,0.01,0.2,52.0
48,18,100,100,4050.0,0.01,0.2,52.0
49,19,100,100,3793.0,0.01,0.2,51.0
50,20,100,100,4598.0,0.01,0.2,52.0
51,21,100,100,4547.0,0.01,0.2,52.0
52,22,100,100,4333.0,0.01,0.2,51.0
53,23,100,100,3982.0,0.01,0.2,49.0
54,24,100,100,4439.0,0.01,0.2,51.0
55,25,100,100,4534.0,0.01,0.2,53.0
56,26,100,100,5349.0,0.01,0.2,57.0
57,27,100,100,4032.0,0.01,0.2,51.0
58,28,100,100,3913.0,0.01,0.2,50.0
59,29,100,100,4567.0,0.01,0.2,53.0
60,0,100,100,4450.0,0.01,0.3,52.0
61,1,100,100,3977.0,0.01,0.3,50.0
62,2,100,100,4277.0,0.01,0.3,51.0
63,3,100,100,4253.0,0.01,0.3,51.0
64,4,100,100,4228.0,0.01,0.3,51.0
65,5,100,100,3632.0,0.01,0.3,48.0
66,6,100,100,3843.0,0.01,0.3,51.0
67,7,100,100,4476.0,0.01,0.3,52.0
68,8,100,100,3706.0,0.01,0.3,49.0
69,9,100,100,3793.0,0.01,0.3,48.0
70,10,100,100,3415.0,0.01,0.3,48.0
71,11,100,100,3430.0,0.01,0.3,48.0
72,12,100,100,3805.0,0.01,0.3,50.0
73,13,100,100,4040.0,0.01,0.3,51.0
74,14,100,100,4065.0,0.01,0.3,50.0
75,15,100,100,3901.0,0.01,0.3,51.0
76,16,100,100,3620.0,0.01,0.3,48.0
77,17,100,100,3586.0,0.01,0.3,48.0
78,18,100,100,4096.0,0.01,0.3,50.0
79,19,100,100,3700.0,0.01,0.3,49.0
80,20,100,100,4431.0,0.01,0.3,53.0
81,21,100,100,4036.0,0.01,0.3,50.0
82,22,100,100,4165.0,0.01,0.3,51.0
83,23,100,100,3678.0,0.01,0.3,48.0
84,24,100,100,4681.0,0.01,0.3,53.0
85,25,100,100,4192.0,0.01,0.3,50.0
86,26,100,100,4810.0,0.01,0.3,53.0
87,27,100,100,3859.0,0.01,0.3,51.0
88,28,100,100,4144.0,0.01,0.3,51.0
89,29,100,100,4844.0,0.01,0.3,55.0
90,0,100,100,3888.0,0.01,0.4,51.0
91,1,100,100,3722.0,0.01,0.4,49.0
92,2,100,100,3526.0,0.01,0.4,49.0
93,3,100,100,3707.0,0.01,0.4,48.0
94,4,100,100,3641.0,0.01,0.4,49.0
95,5,100,100,3520.0,0.01,0.4,48.0
96,6,100,100,3478.0,0.01,0.4,48.0
97,7,100,100,3244.0,0.01,0.4,47.0
98,8,100,100,3537.0,0.01,0.4,48.0
99,9,100,100,4223.0,0.01,0.4,52.0
100,10,100,100,4479.0,0.01,0.4,52.0
101,11,100,100,3564.0,0.01,0.4,49.0
102,12,100,100,4063.0,0.01,0.4,50.0
103,13,100,100,3545.0,0.01,0.4,49.0
104,14,100,100,3806.0,0.01,0.4,50.0
105,15,100,100,3495.0,0.01,0.4,47.0
106,16,100,100,3851.0,0.01,0.4,50.0
107,17,100,100,3180.0,0.01,0.4,47.0
108,18,100,100,4169.0,0.01,0.4,51.0
109,19,100,100,4463.0,0.01,0.4,52.0
110,20,100,100,3574.0,0.01,0.4,48.0
111,21,100,100,3671.0,0.01,0.4,50.0
112,22,100,100,3744.0,0.01,0.4,49.0
113,23,100,100,3357.0,0.01,0.4,47.0
114,24,100,100,4014.0,0.01,0.4,50.0
115,25,100,100,3423.0,0.01,0.4,48.0
116,26,100,100,3388.0,0.01,0.4,47.0
117,27,100,100,3847.0,0.01,0.4,50.0
118,28,100,100,3703.0,0.01,0.4,49.0
119,29,100,100,3494.0,0.01,0.4,48.0
120,0,100,100,3553.0,0.01,0.5,51.0
121,1,100,100,3501.0,0.01,0.5,49.0
122,2,100,100,2829.0,0.01,0.5,44.0
123,3,100,100,3463.0,0.01,0.5,48.0
124,4,100,100,3004.0,0.01,0.5,46.0
125,5,100,100,3786.0,0.01,0.5,50.0
126,6,100,100,3596.0,0.01,0.5,53.0
127,7,100,100,4303.0,0.01,0.5,52.0
128,8,100,100,3297.0,0.01,0.5,49.0
129,9,100,100,3153.0,0.01,0.5,48.0
130,10,100,100,2870.0,0.01,0.5,44.0
131,11,100,100,2599.0,0.01,0.5,43.0
132,12,100,100,3244.0,0.01,0.5,47.0
133,13,100,100,3681.0,0.01,0.5,49.0
134,14,100,100,3421.0,0.01,0.5,48.0
135,15,100,100,3229.0,0.01,0.5,46.0
136,16,100,100,3666.0,0.01,0.5,49.0
137,17,100,100,3461.0,0.01,0.5,49.0
138,18,100,100,3794.0,0.01,0.5,50.0
139,19,100,100,3365.0,0.01,0.5,46.0
140,20,100,100,3980.0,0.01,0.5,50.0
141,21,100,100,3475.0,0.01,0.5,47.0
142,22,100,100,3135.0,0.01,0.5,46.0
143,23,100,100,3278.0,0.01,0.5,46.0
144,24,100,100,3671.0,0.01,0.5,49.0
145,25,100,100,3466.0,0.01,0.5,47.0
146,26,100,100,3477.0,0.01,0.5,47.0
147,27,100,100,3838.0,0.01,0.5,48.0
148,28,100,100,3639.0,0.01,0.5,48.0
149,29,100,100,3251.0,0.01,0.5,46.0
150,0,100,100,3912.0,0.01,0.6,49.0
151,1,100,100,3581.0,0.01,0.6,48.0
152,2,100,100,3589.0,0.01,0.6,49.0
153,3,100,100,3145.0,0.01,0.6,47.0
154,4,100,100,3191.0,0.01,0.6,47.0
155,5,100,100,2897.0,0.01,0.6,45.0
156,6,100,100,3440.0,0.01,0.6,47.0
157,7,100,100,3420.0,0.01,0.6,48.0
158,8,100,100,3314.0,0.01,0.6,47.0
159,9,100,100,2720.0,0.01,0.6,44.0
160,10,100,100,3246.0,0.01,0.6,47.0
161,11,100,100,3236.0,0.01,0.6,47.0
162,12,100,100,3564.0,0.01,0.6,49.0
163,13,100,100,3640.0,0.01,0.6,49.0
164,14,100,100,3259.0,0.01,0.6,49.0
165,15,100,100,3773.0,0.01,0.6,50.0
166,16,100,100,3427.0,0.01,0.6,49.0
167,17,100,100,3744.0,0.01,0.6,50.0
168,18,100,100,3159.0,0.01,0.6,48.0
169,19,100,100,3577.0,0.01,0.6,49.0
170,20,100,100,3558.0,0.01,0.6,48.0
171,21,100,100,3120.0,0.01,0.6,46.0
172,22,100,100,3096.0,0.01,0.6,46.0
173,23,100,100,3250.0,0.01,0.6,48.0
174,24,100,100,3949.0,0.01,0.6,52.0
175,25,100,100,3741.0,0.01,0.6,49.0
176,26,100,100,2790.0,0.01,0.6,44.0
177,27,100,100,2942.0,0.01,0.6,48.0
178,28,100,100,3301.0,0.01,0.6,48.0
179,29,100,100,2858.0,0.01,0.6,45.0
180,0,100,100,2903.0,0.01,0.7,45.0
181,1,100,100,3049.0,0.01,0.7,46.0
182,2,100,100,2918.0,0.01,0.7,46.0
183,3,100,100,3356.0,0.01,0.7,49.0
184,4,100,100,3303.0,0.01,0.7,46.0
185,5,100,100,3247.0,0.01,0.7,47.0
186,6,100,100,3036.0,0.01,0.7,46.0
187,7,100,100,2876.0,0.01,0.7,44.0
188,8,100,100,3566.0,0.01,0.7,50.0
189,9,100,100,3030.0,0.01,0.7,46.0
190,10,100,100,3172.0,0.01,0.7,47.0
191,11,100,100,3021.0,0.01,0.7,47.0
192,12,100,100,2913.0,0.01,0.7,45.0
193,13,100,100,3264.0,0.01,0.7,47.0
194,14,100,100,3418.0,0.01,0.7,48.0
195,15,100,100,2911.0,0.01,0.7,44.0
196,16,100,100,2784.0,0.01,0.7,45.0
197,17,100,100,3544.0,0.01,0.7,49.0
198,18,100,100,3036.0,0.01,0.7,45.0
199,19,100,100,3206.0,0.01,0.7,47.0
200,20,100,100,3294.0,0.01,0.7,48.0
201,21,100,100,3209.0,0.01,0.7,47.0
202,22,100,100,2978.0,0.01,0.7,48.0
203,23,100,100,3137.0,0.01,0.7,47.0
204,24,100,100,2972.0,0.01,0.7,46.0
205,25,100,100,3038.0,0.01,0.7,46.0
206,26,100,100,3330.0,0.01,0.7,48.0
207,27,100,100,3265.0,0.01,0.7,48.0
208,28,100,100,3085.0,0.01,0.7,47.0
209,29,100,100,2849.0,0.01,0.7,44.0
210,0,100,100,3408.0,0.01,0.8,48.0
211,1,100,100,3696.0,0.01,0.8,49.0
212,2,100,100,3343.0,0.01,0.8,47.0
213,3,100,100,3147.0,0.01,0.8,47.0
214,4,100,100,3255.0,0.01,0.8,48.0
215,5,100,100,2968.0,0.01,0.8,46.0
216,6,100,100,4758.0,0.01,0.8,54.0
217,7,100,100,2753.0,0.01,0.8,45.0
218,8,100,100,3707.0,0.01,0.8,49.0
219,9,100,100,3213.0,0.01,0.8,47.0
220,10,100,100,2716.0,0.01,0.8,43.0
221,11,100,100,2687.0,0.01,0.8,43.0
222,12,100,100,3425.0,0.01,0.8,48.0
223,13,100,100,3058.0,0.01,0.8,46.0
224,14,100,100,3020.0,0.01,0.8,46.0
225,15,100,100,3010.0,0.01,0.8,47.0
226,16,100,100,2805.0,0.01,0.8,45.0
227,17,100,100,2697.0,0.01,0.8,45.0
228,18,100,100,2967.0,0.01,0.8,45.0
229,19,100,100,2902.0,0.01,0.8,46.0
230,20,100,100,3013.0,0.01,0.8,46.0
231,21,100,100,3412.0,0.01,0.8,47.0
232,22,100,100,3138.0,0.01,0.8,45.0
233,23,100,100,3101.0,0.01,0.8,46.0
234,24,100,100,3528.0,0.01,0.8,48.0
235,25,100,100,3248.0,0.01,0.8,46.0
236,26,100,100,3108.0,0.01,0.8,44.0
237,27,100,100,2272.0,0.01,0.8,40.0
238,28,100,100,3210.0,0.01,0.8,46.0
239,29,100,100,3139.0,0.01,0.8,46.0
240,0,100,100,2489.0,0.01,0.9,41.0
241,1,100,100,2823.0,0.01,0.9,44.0
242,2,100,100,2593.0,0.01,0.9,43.0
243,3,100,100,2351.0,0.01,0.9,42.0
244,4,100,100,3022.0,0.01,0.9,45.0
245,5,100,100,3123.0,0.01,0.9,45.0
246,6,100,100,2730.0,0.01,0.9,43.0
247,7,100,100,2441.0,0.01,0.9,41.0
248,8,100,100,2851.0,0.01,0.9,45.0
249,9,100,100,2803.0,0.01,0.9,43.0
250,10,100,100,2806.0,0.01,0.9,44.0
251,11,100,100,2900.0,0.01,0.9,45.0
252,12,100,100,2947.0,0.01,0.9,44.0
253,13,100,100,3097.0,0.01,0.9,45.0
254,14,100,100,3299.0,0.01,0.9,46.0
255,15,100,100,2930.0,0.01,0.9,44.0
256,16,100,100,2596.0,0.01,0.9,42.0
257,17,100,100,2503.0,0.01,0.9,43.0
258,18,100,100,2719.0,0.01,0.9,43.0
259,19,100,100,3762.0,0.01,0.9,48.0
260,20,100,100,2958.0,0.01,0.9,44.0
261,21,100,100,2957.0,0.01,0.9,45.0
262,22,100,100,3320.0,0.01,0.9,48.0
263,23,100,100,2884.0,0.01,0.9,44.0
264,24,100,100,2843.0,0.01,0.9,44.0
265,25,100,100,3163.0,0.01,0.9,45.0
266,26,100,100,3716.0,0.01,0.9,49.0
267,27,100,100,2596.0,0.01,0.9,43.0
268,28,100,100,2657.0,0.01,0.9,44.0
269,29,100,100,2780.0,0.01,0.9,44.0
270,0,100,100,2715.0,0.01,1.0,44.0
271,1,100,100,2709.0,0.01,1.0,45.0
272,2,100,100,2409.0,0.01,1.0,41.0
273,3,100,100,2901.0,0.01,1.0,45.0
274,4,100,100,2631.0,0.01,1.0,43.0
275,5,100,100,2762.0,0.01,1.0,44.0
276,6,100,100,2428.0,0.01,1.0,42.0
277,7,100,100,2507.0,0.01,1.0,43.0
278,8,100,100,2617.0,0.01,1.0,44.0
279,9,100,100,2859.0,0.01,1.0,46.0
280,10,100,100,2509.0,0.01,1.0,43.0
281,11,100,100,2884.0,0.01,1.0,45.0
282,12,100,100,2788.0,0.01,1.0,45.0
283,13,100,100,2646.0,0.01,1.0,43.0
284,14,100,100,2412.0,0.01,1.0,43.0
285,15,100,100,2504.0,0.01,1.0,44.0
286,16,100,100,2295.0,0.01,1.0,42.0
287,17,100,100,3056.0,0.01,1.0,47.0
288,18,100,100,3138.0,0.01,1.0,46.0
289,19,100,100,2840.0,0.01,1.0,45.0
290,20,100,100,2370.0,0.01,1.0,42.0
291,21,100,100,2564.0,0.01,1.0,42.0
292,22,100,100,3027.0,0.01,1.0,47.0
293,23,100,100,2100.0,0.01,1.0,40.0
294,24,100,100,2874.0,0.01,1.0,45.0
295,25,100,100,2939.0,0.01,1.0,46.0
296,26,100,100,2610.0,0.01,1.0,43.0
297,27,100,100,3019.0,0.01,1.0,46.0
298,28,100,100,3086.0,0.01,1.0,46.0
299,29,100,100,2014.0,0.01,1.0,40.0
300,0,100,100,6813.0,0.02,0.1,64.0
301,1,100,100,6375.0,0.02,0.1,60.0
302,2,100,100,5301.0,0.02,0.1,55.0
303,3,100,100,7084.0,0.02,0.1,64.0
304,4,100,100,6138.0,0.02,0.1,60.0
305,5,100,100,6213.0,0.02,0.1,60.0
306,6,100,100,6056.0,0.02,0.1,59.0
307,7,100,100,5198.0,0.02,0.1,55.0
308,8,100,100,8106.0,0.02,0.1,69.0
309,9,100,100,5996.0,0.02,0.1,58.0
310,10,100,100,6663.0,0.02,0.1,65.0
311,11,100,100,6020.0,0.02,0.1,59.0
312,12,100,100,6213.0,0.02,0.1,60.0
313,13,100,100,8410.0,0.02,0.1,69.0
314,14,100,100,6521.0,0.02,0.1,60.0
315,15,100,100,7701.0,0.02,0.1,66.0
316,16,100,100,5455.0,0.02,0.1,57.0
317,17,100,100,6020.0,0.02,0.1,59.0
318,18,100,100,5715.0,0.02,0.1,58.0
319,19,100,100,7056.0,0.02,0.1,65.0
320,20,100,100,5689.0,0.02,0.1,57.0
321,21,100,100,5960.0,0.02,0.1,59.0
322,22,100,100,5630.0,0.02,0.1,58.0
323,23,100,100,6279.0,0.02,0.1,61.0
324,24,100,100,6080.0,0.02,0.1,61.0
325,25,100,100,6731.0,0.02,0.1,62.0
326,26,100,100,6970.0,0.02,0.1,64.0
327,27,100,100,4708.0,0.02,0.1,53.0
328,28,100,100,7161.0,0.02,0.1,63.0
329,29,100,100,5375.0,0.02,0.1,59.0
330,0,100,100,5197.0,0.02,0.2,56.0
331,1,100,100,5557.0,0.02,0.2,57.0
332,2,100,100,6107.0,0.02,0.2,59.0
333,3,100,100,6595.0,0.02,0.2,63.0
334,4,100,100,6425.0,0.02,0.2,61.0
335,5,100,100,6403.0,0.02,0.2,61.0
336,6,100,100,5171.0,0.02,0.2,57.0
337,7,100,100,4809.0,0.02,0.2,54.0
338,8,100,100,5571.0,0.02,0.2,58.0
339,9,100,100,4850.0,0.02,0.2,53.0
340,10,100,100,6309.0,0.02,0.2,60.0
341,11,100,100,5759.0,0.02,0.2,57.0
342,12,100,100,4745.0,0.02,0.2,53.0
343,13,100,100,5956.0,0.02,0.2,59.0
344,14,100,100,5184.0,0.02,0.2,55.0
345,15,100,100,4963.0,0.02,0.2,56.0
346,16,100,100,6153.0,0.02,0.2,60.0
347,17,100,100,7032.0,0.02,0.2,63.0
348,18,100,100,5670.0,0.02,0.2,57.0
349,19,100,100,6632.0,0.02,0.2,62.0
350,20,100,100,5741.0,0.02,0.2,58.0
351,21,100,100,5069.0,0.02,0.2,54.0
352,22,100,100,6029.0,0.02,0.2,61.0
353,23,100,100,6076.0,0.02,0.2,57.0
354,24,100,100,4817.0,0.02,0.2,52.0
355,25,100,100,5026.0,0.02,0.2,56.0
356,26,100,100,5077.0,0.02,0.2,53.0
357,27,100,100,5800.0,0.02,0.2,57.0
358,28,100,100,5354.0,0.02,0.2,57.0
359,29,100,100,5160.0,0.02,0.2,54.0
360,0,100,100,5282.0,0.02,0.3,55.0
361,1,100,100,4702.0,0.02,0.3,52.0
362,2,100,100,4542.0,0.02,0.3,52.0
363,3,100,100,3947.0,0.02,0.3,49.0
364,4,100,100,5652.0,0.02,0.3,56.0
365,5,100,100,4935.0,0.02,0.3,53.0
366,6,100,100,5620.0,0.02,0.3,57.0
367,7,100,100,5353.0,0.02,0.3,55.0
368,8,100,100,3543.0,0.02,0.3,47.0
369,9,100,100,4822.0,0.02,0.3,53.0
370,10,100,100,4973.0,0.02,0.3,53.0
371,11,100,100,5753.0,0.02,0.3,57.0
372,12,100,100,5078.0,0.02,0.3,54.0
373,13,100,100,5255.0,0.02,0.3,55.0
374,14,100,100,6414.0,0.02,0.3,62.0
375,15,100,100,5107.0,0.02,0.3,54.0
376,16,100,100,5010.0,0.02,0.3,54.0
377,17,100,100,6301.0,0.02,0.3,59.0
378,18,100,100,5388.0,0.02,0.3,56.0
379,19,100,100,5103.0,0.02,0.3,56.0
380,20,100,100,5511.0,0.02,0.3,58.0
381,21,100,100,4674.0,0.02,0.3,54.0
382,22,100,100,5326.0,0.02,0.3,55.0
383,23,100,100,3769.0,0.02,0.3,48.0
384,24,100,100,4635.0,0.02,0.3,52.0
385,25,100,100,6142.0,0.02,0.3,67.0
386,26,100,100,5267.0,0.02,0.3,56.0
387,27,100,100,4232.0,0.02,0.3,50.0
388,28,100,100,4860.0,0.02,0.3,57.0
389,29,100,100,5586.0,0.02,0.3,57.0
390,0,100,100,5232.0,0.02,0.4,55.0
391,1,100,100,5090.0,0.02,0.4,55.0
392,2,100,100,4351.0,0.02,0.4,51.0
393,3,100,100,5165.0,0.02,0.4,55.0
394,4,100,100,4734.0,0.02,0.4,55.0
395,5,100,100,5813.0,0.02,0.4,59.0
396,6,100,100,4521.0,0.02,0.4,53.0
397,7,100,100,4067.0,0.02,0.4,51.0
398,8,100,100,5282.0,0.02,0.4,56.0
399,9,100,100,4903.0,0.02,0.4,55.0
400,10,100,100,3999.0,0.02,0.4,50.0
401,11,100,100,4595.0,0.02,0.4,53.0
402,12,100,100,5236.0,0.02,0.4,55.0
403,13,100,100,5194.0,0.02,0.4,56.0
404,14,100,100,4449.0,0.02,0.4,51.0
405,15,100,100,4320.0,0.02,0.4,51.0
406,16,100,100,4469.0,0.02,0.4,51.0
407,17,100,100,5315.0,0.02,0.4,56.0
408,18,100,100,4154.0,0.02,0.4,50.0
409,19,100,100,4560.0,0.02,0.4,52.0
410,20,100,100,5564.0,0.02,0.4,56.0
411,21,100,100,4686.0,0.02,0.4,53.0
412,22,100,100,4835.0,0.02,0.4,54.0
413,23,100,100,5295.0,0.02,0.4,55.0
414,24,100,100,4357.0,0.02,0.4,54.0
415,25,100,100,4597.0,0.02,0.4,52.0
416,26,100,100,4218.0,0.02,0.4,50.0
417,27,100,100,4246.0,0.02,0.4,52.0
418,28,100,100,4821.0,0.02,0.4,52.0
419,29,100,100,4491.0,0.02,0.4,53.0
420,0,100,100,4402.0,0.02,0.5,53.0
421,1,100,100,3893.0,0.02,0.5,51.0
422,2,100,100,4364.0,0.02,0.5,53.0
423,3,100,100,3923.0,0.02,0.5,50.0
424,4,100,100,4064.0,0.02,0.5,51.0
425,5,100,100,4837.0,0.02,0.5,55.0
426,6,100,100,5763.0,0.02,0.5,60.0
427,7,100,100,4107.0,0.02,0.5,53.0
428,8,100,100,4004.0,0.02,0.5,52.0
429,9,100,100,5051.0,0.02,0.5,57.0
430,10,100,100,4504.0,0.02,0.5,52.0
431,11,100,100,4809.0,0.02,0.5,62.0
432,12,100,100,3728.0,0.02,0.5,50.0
433,13,100,100,4930.0,0.02,0.5,55.0
434,14,100,100,4117.0,0.02,0.5,52.0
435,15,100,100,4482.0,0.02,0.5,55.0
436,16,100,100,4591.0,0.02,0.5,53.0
437,17,100,100,4806.0,0.02,0.5,57.0
438,18,100,100,4265.0,0.02,0.5,55.0
439,19,100,100,4606.0,0.02,0.5,57.0
440,20,100,100,4234.0,0.02,0.5,54.0
441,21,100,100,3741.0,0.02,0.5,50.0
442,22,100,100,4425.0,0.02,0.5,54.0
443,23,100,100,4686.0,0.02,0.5,55.0
444,24,100,100,5266.0,0.02,0.5,60.0
445,25,100,100,4430.0,0.02,0.5,55.0
446,26,100,100,4984.0,0.02,0.5,56.0
447,27,100,100,4041.0,0.02,0.5,53.0
448,28,100,100,4368.0,0.02,0.5,54.0
449,29,100,100,3926.0,0.02,0.5,53.0
450,0,100,100,4238.0,0.02,0.6,57.0
451,1,100,100,4190.0,0.02,0.6,53.0
452,2,100,100,3446.0,0.02,0.6,47.0
453,3,100,100,3991.0,0.02,0.6,53.0
454,4,100,100,4571.0,0.02,0.6,55.0
455,5,100,100,4406.0,0.02,0.6,55.0
456,6,100,100,4399.0,0.02,0.6,57.0
457,7,100,100,4233.0,0.02,0.6,54.0
458,8,100,100,4648.0,0.02,0.6,56.0
459,9,100,100,3578.0,0.02,0.6,49.0
460,10,100,100,4961.0,0.02,0.6,56.0
461,11,100,100,4150.0,0.02,0.6,55.0
462,12,100,100,4957.0,0.02,0.6,56.0
463,13,100,100,4144.0,0.02,0.6,53.0
464,14,100,100,5012.0,0.02,0.6,57.0
465,15,100,100,4382.0,0.02,0.6,55.0
466,16,100,100,5278.0,0.02,0.6,59.0
467,17,100,100,4373.0,0.02,0.6,55.0
468,18,100,100,4322.0,0.02,0.6,53.0
469,19,100,100,3657.0,0.02,0.6,50.0
470,20,100,100,4641.0,0.02,0.6,57.0
471,21,100,100,3753.0,0.02,0.6,50.0
472,22,100,100,4273.0,0.02,0.6,55.0
473,23,100,100,3841.0,0.02,0.6,51.0
474,24,100,100,4787.0,0.02,0.6,62.0
475,25,100,100,3613.0,0.02,0.6,50.0
476,26,100,100,3854.0,0.02,0.6,51.0
477,27,100,100,4716.0,0.02,0.6,55.0
478,28,100,100,4929.0,0.02,0.6,56.0
479,29,100,100,3933.0,0.02,0.6,53.0
480,0,100,100,4770.0,0.02,0.7,55.0
481,1,100,100,3443.0,0.02,0.7,48.0
482,2,100,100,4288.0,0.02,0.7,52.0
483,3,100,100,4066.0,0.02,0.7,51.0
484,4,100,100,3321.0,0.02,0.7,47.0
485,5,100,100,3613.0,0.02,0.7,48.0
486,6,100,100,4505.0,0.02,0.7,53.0
487,7,100,100,3787.0,0.02,0.7,49.0
488,8,100,100,3385.0,0.02,0.7,47.0
489,9,100,100,3600.0,0.02,0.7,48.0
490,10,100,100,3542.0,0.02,0.7,49.0
491,11,100,100,3955.0,0.02,0.7,49.0
492,12,100,100,3198.0,0.02,0.7,45.0
493,13,100,100,3428.0,0.02,0.7,47.0
494,14,100,100,3500.0,0.02,0.7,47.0
495,15,100,100,3737.0,0.02,0.7,47.0
496,16,100,100,4281.0,0.02,0.7,51.0
497,17,100,100,4127.0,0.02,0.7,51.0
498,18,100,100,3992.0,0.02,0.7,49.0
499,19,100,100,3727.0,0.02,0.7,48.0
500,20,100,100,4571.0,0.02,0.7,53.0
501,21,100,100,4130.0,0.02,0.7,51.0
502,22,100,100,3416.0,0.02,0.7,47.0
503,23,100,100,3853.0,0.02,0.7,49.0
504,24,100,100,3668.0,0.02,0.7,50.0
505,25,100,100,3630.0,0.02,0.7,48.0
506,26,100,100,3972.0,0.02,0.7,50.0
507,27,100,100,3931.0,0.02,0.7,50.0
508,28,100,100,3998.0,0.02,0.7,50.0
509,29,100,100,4223.0,0.02,0.7,51.0
510,0,100,100,4006.0,0.02,0.8,50.0
511,1,100,100,3125.0,0.02,0.8,45.0
512,2,100,100,3856.0,0.02,0.8,48.0
513,3,100,100,3627.0,0.02,0.8,48.0
514,4,100,100,3599.0,0.02,0.8,48.0
515,5,100,100,3839.0,0.02,0.8,49.0
516,6,100,100,3299.0,0.02,0.8,46.0
517,7,100,100,4686.0,0.02,0.8,53.0
518,8,100,100,3822.0,0.02,0.8,50.0
519,9,100,100,3935.0,0.02,0.8,50.0
520,10,100,100,3539.0,0.02,0.8,48.0
521,11,100,100,3562.0,0.02,0.8,48.0
522,12,100,100,3205.0,0.02,0.8,47.0
523,13,100,100,3607.0,0.02,0.8,49.0
524,14,100,100,3141.0,0.02,0.8,46.0
525,15,100,100,3380.0,0.02,0.8,47.0
526,16,100,100,4121.0,0.02,0.8,51.0
527,17,100,100,3766.0,0.02,0.8,52.0
528,18,100,100,3373.0,0.02,0.8,48.0
529,19,100,100,3877.0,0.02,0.8,51.0
530,20,100,100,3319.0,0.02,0.8,47.0
531,21,100,100,4262.0,0.02,0.8,51.0
532,22,100,100,4367.0,0.02,0.8,52.0
533,23,100,100,3534.0,0.02,0.8,48.0
534,24,100,100,3299.0,0.02,0.8,46.0
535,25,100,100,3428.0,0.02,0.8,47.0
536,26,100,100,3487.0,0.02,0.8,49.0
537,27,100,100,3388.0,0.02,0.8,47.0
538,28,100,100,4112.0,0.02,0.8,53.0
539,29,100,100,3443.0,0.02,0.8,49.0
540,0,100,100,3643.0,0.02,0.9,50.0
541,1,100,100,3432.0,0.02,0.9,49.0
542,2,100,100,3902.0,0.02,0.9,51.0
543,3,100,100,3584.0,0.02,0.9,50.0
544,4,100,100,3605.0,0.02,0.9,53.0
545,5,100,100,3493.0,0.02,0.9,48.0
546,6,100,100,2823.0,0.02,0.9,47.0
547,7,100,100,3544.0,0.02,0.9,49.0
548,8,100,100,2929.0,0.02,0.9,47.0
549,9,100,100,3407.0,0.02,0.9,48.0
550,10,100,100,2596.0,0.02,0.9,44.0
551,11,100,100,3992.0,0.02,0.9,52.0
552,12,100,100,3044.0,0.02,0.9,46.0
553,13,100,100,3778.0,0.02,0.9,51.0
554,14,100,100,3604.0,0.02,0.9,51.0
555,15,100,100,3498.0,0.02,0.9,49.0
556,16,100,100,2724.0,0.02,0.9,54.0
557,17,100,100,3109.0,0.02,0.9,47.0
