,Execution,Population Size,Problem Size,Evaluations,Mutation Probability,Crossover Probability,Elapsed Time (ms)
1878,18,100,100,142940.0,0.07,0.3,496.0
1879,19,100,100,87649.0,0.07,0.3,329.0
1880,20,100,100,83577.0,0.07,0.3,318.0
1881,21,100,100,108385.0,0.07,0.3,392.0
1882,22,100,100,98207.0,0.07,0.3,363.0
1883,23,100,100,133729.0,0.07,0.3,472.0
1884,24,100,100,134041.0,0.07,0.3,472.0
1885,25,100,100,138606.0,0.07,0.3,486.0
1886,26,100,100,107467.0,0.07,0.3,391.0
1887,27,100,100,86933.0,0.07,0.3,327.0
1888,28,100,100,58265.0,0.07,0.3,240.0
1889,29,100,100,65703.0,0.07,0.3,263.0
1890,0,100,100,100112.0,0.07,0.4,370.0
1891,1,100,100,97331.0,0.07,0.4,361.0
1892,2,100,100,61068.0,0.07,0.4,246.0
1893,3,100,100,88177.0,0.07,0.4,338.0
1894,4,100,100,85378.0,0.07,0.4,323.0
1895,5,100,100,74629.0,0.07,0.4,290.0
1896,6,100,100,107333.0,0.07,0.4,390.0
1897,7,100,100,58620.0,0.07,0.4,239.0
1898,8,100,100,72893.0,0.07,0.4,284.0
1899,9,100,100,131690.0,0.07,0.4,468.0
1900,10,100,100,94599.0,0.07,0.4,351.0
1901,11,100,100,136221.0,0.07,0.4,481.0
1902,12,100,100,103496.0,0.07,0.4,380.0
1903,13,100,100,52744.0,0.07,0.4,221.0
1904,14,100,100,121446.0,0.07,0.4,435.0
1905,15,100,100,109614.0,0.07,0.4,398.0
1906,16,100,100,104356.0,0.07,0.4,383.0
1907,17,100,100,86585.0,0.07,0.4,328.0
1908,18,100,100,91968.0,0.07,0.4,345.0
1909,19,100,100,126148.0,0.07,0.4,453.0
1910,20,100,100,75541.0,0.07,0.4,292.0
1911,21,100,100,88503.0,0.07,0.4,331.0
1912,22,100,100,122606.0,0.07,0.4,439.0
1913,23,100,100,66339.0,0.07,0.4,263.0
1914,24,100,100,98856.0,0.07,0.4,365.0
1915,25,100,100,100357.0,0.07,0.4,370.0
1916,26,100,100,99862.0,0.07,0.4,370.0
1917,27,100,100,58331.0,0.07,0.4,244.0
1918,28,100,100,185267.0,0.07,0.4,632.0
1919,29,100,100,116571.0,0.07,0.4,419.0
1920,0,100,100,100989.0,0.07,0.5,371.0
1921,1,100,100,77986.0,0.07,0.5,299.0
1922,2,100,100,59881.0,0.07,0.5,247.0
1923,3,100,100,166903.0,0.07,0.5,573.0
1924,4,100,100,43912.0,0.07,0.5,193.0
1925,5,100,100,97685.0,0.07,0.5,363.0
1926,6,100,100,90122.0,0.07,0.5,339.0
1927,7,100,100,62050.0,0.07,0.5,253.0
1928,8,100,100,112294.0,0.07,0.5,406.0
1929,9,100,100,67400.0,0.07,0.5,268.0
1930,10,100,100,101491.0,0.07,0.5,375.0
1931,11,100,100,60775.0,0.07,0.5,248.0
1932,12,100,100,84985.0,0.07,0.5,324.0
1933,13,100,100,103386.0,0.07,0.5,381.0
1934,14,100,100,53256.0,0.07,0.5,223.0
1935,15,100,100,57692.0,0.07,0.5,238.0
1936,16,100,100,43579.0,0.07,0.5,193.0
1937,17,100,100,69954.0,0.07,0.5,276.0
1938,18,100,100,66950.0,0.07,0.5,265.0
1939,19,100,100,91257.0,0.07,0.5,343.0
1940,20,100,100,69810.0,0.07,0.5,276.0
1941,21,100,100,77710.0,0.07,0.5,299.0
1942,22,100,100,130047.0,0.07,0.5,466.0
1943,23,100,100,112785.0,0.07,0.5,413.0
1944,24,100,100,104596.0,0.07,0.5,388.0
1945,25,100,100,52336.0,0.07,0.5,222.0
1946,26,100,100,113716.0,0.07,0.5,412.0
1947,27,100,100,84449.0,0.07,0.5,322.0
1948,28,100,100,116953.0,0.07,0.5,421.0
1949,29,100,100,88970.0,0.07,0.5,336.0
1950,0,100,100,79484.0,0.07,0.6,305.0
1951,1,100,100,51881.0,0.07,0.6,220.0
1952,2,100,100,119871.0,0.07,0.6,430.0
1953,3,100,100,74967.0,0.07,0.6,291.0
1954,4,100,100,122463.0,0.07,0.6,437.0
1955,5,100,100,50808.0,0.07,0.6,218.0
1956,6,100,100,72443.0,0.07,0.6,285.0
1957,7,100,100,92589.0,0.07,0.6,349.0
1958,8,100,100,99087.0,0.07,0.6,368.0
1959,9,100,100,90000.0,0.07,0.6,337.0
1960,10,100,100,54587.0,0.07,0.6,227.0
1961,11,100,100,36332.0,0.07,0.6,169.0
1962,12,100,100,59192.0,0.07,0.6,243.0
1963,13,100,100,106573.0,0.07,0.6,390.0
1964,14,100,100,97235.0,0.07,0.6,362.0
1965,15,100,100,75722.0,0.07,0.6,295.0
1966,16,100,100,55964.0,0.07,0.6,235.0
1967,17,100,100,88284.0,0.07,0.6,334.0
1968,18,100,100,99625.0,0.07,0.6,371.0
1969,19,100,100,68320.0,0.07,0.6,270.0
1970,20,100,100,58498.0,0.07,0.6,239.0
1971,21,100,100,90202.0,0.07,0.6,339.0
1972,22,100,100,91172.0,0.07,0.6,345.0
1973,23,100,100,78536.0,0.07,0.6,306.0
1974,24,100,100,76603.0,0.07,0.6,294.0
1975,25,100,100,69930.0,0.07,0.6,276.0
1976,26,100,100,146067.0,0.07,0.6,511.0
1977,27,100,100,57156.0,0.07,0.6,240.0
1978,28,100,100,78874.0,0.07,0.6,304.0
1979,29,100,100,59884.0,0.07,0.6,246.0
1980,0,100,100,151663.0,0.07,0.7,529.0
1981,1,100,100,65128.0,0.07,0.7,263.0
1982,2,100,100,56140.0,0.07,0.7,232.0
1983,3,100,100,40255.0,0.07,0.7,181.0
1984,4,100,100,77915.0,0.07,0.7,303.0
1985,5,100,100,65912.0,0.07,0.7,265.0
1986,6,100,100,40682.0,0.07,0.7,184.0
1987,7,100,100,81700.0,0.07,0.7,311.0
1988,8,100,100,54793.0,0.07,0.7,229.0
1989,9,100,100,58440.0,0.07,0.7,238.0
1990,10,100,100,40563.0,0.07,0.7,182.0
1991,11,100,100,103292.0,0.07,0.7,384.0
1992,12,100,100,73489.0,0.07,0.7,288.0
1993,13,100,100,66732.0,0.07,0.7,268.0
1994,14,100,100,94874.0,0.07,0.7,354.0
1995,15,100,100,83084.0,0.07,0.7,319.0
1996,16,100,100,92824.0,0.07,0.7,351.0
1997,17,100,100,46149.0,0.07,0.7,202.0
1998,18,100,100,38301.0,0.07,0.7,175.0
1999,19,100,100,94176.0,0.07,0.7,353.0
2000,20,100,100,96836.0,0.07,0.7,365.0
2001,21,100,100,95337.0,0.07,0.7,355.0
2002,22,100,100,49070.0,0.07,0.7,212.0
2003,23,100,100,42101.0,0.07,0.7,186.0
2004,24,100,100,129763.0,0.07,0.7,463.0
2005,25,100,100,67725.0,0.07,0.7,270.0
2006,26,100,100,86824.0,0.07,0.7,332.0
2007,27,100,100,88611.0,0.07,0.7,334.0
2008,28,100,100,71948.0,0.07,0.7,283.0
2009,29,100,100,68700.0,0.07,0.7,272.0
2010,0,100,100,141576.0,0.07,0.8,497.0
2011,1,100,100,71902.0,0.07,0.8,280.0
2012,2,100,100,83375.0,0.07,0.8,317.0
2013,3,100,100,64748.0,0.07,0.8,259.0
2014,4,100,100,65844.0,0.07,0.8,264.0
2015,5,100,100,55302.0,0.07,0.8,230.0
2016,6,100,100,37543.0,0.07,0.8,175.0
2017,7,100,100,45803.0,0.07,0.8,200.0
2018,8,100,100,57906.0,0.07,0.8,239.0
2019,9,100,100,51698.0,0.07,0.8,221.0
2020,10,100,100,13106.0,0.07,0.8,92.0
2021,11,100,100,59294.0,0.07,0.8,243.0
2022,12,100,100,51974.0,0.07,0.8,220.0
2023,13,100,100,50964.0,0.07,0.8,218.0
2024,14,100,100,43317.0,0.07,0.8,190.0
2025,15,100,100,69084.0,0.07,0.8,273.0
2026,16,100,100,76533.0,0.07,0.8,298.0
2027,17,100,100,53710.0,0.07,0.8,228.0
2028,18,100,100,60223.0,0.07,0.8,247.0
2029,19,100,100,93610.0,0.07,0.8,354.0
2030,20,100,100,98137.0,0.07,0.8,364.0
2031,21,100,100,90274.0,0.07,0.8,341.0
2032,22,100,100,57036.0,0.07,0.8,237.0
2033,23,100,100,87878.0,0.07,0.8,333.0
2034,24,100,100,48477.0,0.07,0.8,211.0
2035,25,100,100,75808.0,0.07,0.8,293.0
2036,26,100,100,71829.0,0.07,0.8,289.0
2037,27,100,100,44980.0,0.07,0.8,200.0
2038,28,100,100,61506.0,0.07,0.8,249.0
2039,29,100,100,48045.0,0.07,0.8,207.0
2040,0,100,100,46372.0,0.07,0.9,202.0
2041,1,100,100,40743.0,0.07,0.9,184.0
2042,2,100,100,32208.0,0.07,0.9,158.0
2043,3,100,100,48819.0,0.07,0.9,210.0
2044,4,100,100,72301.0,0.07,0.9,283.0
2045,5,100,100,42849.0,0.07,0.9,190.0
2046,6,100,100,51447.0,0.07,0.9,221.0
2047,7,100,100,18821.0,0.07,0.9,111.0
2048,8,100,100,66815.0,0.07,0.9,267.0
2049,9,100,100,48543.0,0.07,0.9,210.0
2050,10,100,100,58619.0,0.07,0.9,242.0
2051,11,100,100,52603.0,0.07,0.9,221.0
2052,12,100,100,46394.0,0.07,0.9,204.0
2053,13,100,100,67555.0,0.07,0.9,269.0
2054,14,100,100,64638.0,0.07,0.9,263.0
2055,15,100,100,62261.0,0.07,0.9,255.0
2056,16,100,100,118973.0,0.07,0.9,432.0
2057,17,100,100,75315.0,0.07,0.9,295.0
2058,18,100,100,52160.0,0.07,0.9,224.0
2059,19,100,100,66847.0,0.07,0.9,267.0
2060,20,100,100,55012.0,0.07,0.9,229.0
2061,21,100,100,39292.0,0.07,0.9,180.0
2062,22,100,100,59053.0,0.07,0.9,243.0
2063,23,100,100,72722.0,0.07,0.9,285.0
2064,24,100,100,96296.0,0.07,0.9,361.0
2065,25,100,100,52106.0,0.07,0.9,223.0
2066,26,100,100,51840.0,0.07,0.9,220.0
2067,27,100,100,72481.0,0.07,0.9,284.0
2068,28,100,100,45287.0,0.07,0.9,198.0
2069,29,100,100,44242.0,0.07,0.9,195.0
2070,0,100,100,51427.0,0.07,1.0,219.0
2071,1,100,100,74240.0,0.07,1.0,290.0
2072,2,100,100,64209.0,0.07,1.0,259.0
2073,3,100,100,62856.0,0.07,1.0,254.0
2074,4,100,100,60995.0,0.07,1.0,250.0
2075,5,100,100,89428.0,0.07,1.0,341.0
2076,6,100,100,50311.0,0.07,1.0,216.0
2077,7,100,100,27880.0,0.07,1.0,137.0
2078,8,100,100,58448.0,0.07,1.0,244.0
2079,9,100,100,40024.0,0.07,1.0,182.0
2080,10,100,100,67816.0,0.07,1.0,271.0
2081,11,100,100,24781.0,0.07,1.0,130.0
2082,12,100,100,66177.0,0.07,1.0,266.0
2083,13,100,100,27293.0,0.07,1.0,141.0
2084,14,100,100,34534.0,0.07,1.0,162.0
2085,15,100,100,38922.0,0.07,1.0,177.0
2086,16,100,100,72481.0,0.07,1.0,284.0
2087,17,100,100,85493.0,0.07,1.0,327.0
2088,18,100,100,58347.0,0.07,1.0,242.0
2089,19,100,100,109007.0,0.07,1.0,399.0
2090,20,100,100,67062.0,0.07,1.0,275.0
2091,21,100,100,101119.0,0.07,1.0,374.0
2092,22,100,100,65630.0,0.07,1.0,263.0
2093,23,100,100,64475.0,0.07,1.0,261.0
2094,24,100,100,39745.0,0.07,1.0,179.0
2095,25,100,100,40574.0,0.07,1.0,182.0
2096,26,100,100,54076.0,0.07,1.0,227.0
2097,27,100,100,67196.0,0.07,1.0,268.0
2098,28,100,100,32547.0,0.07,1.0,156.0
2099,29,100,100,74949.0,0.07,1.0,293.0
2100,0,100,100,396329.0,0.08,0.1,1264.0
2101,1,100,100,177206.0,0.08,0.1,599.0
2102,2,100,100,255191.0,0.08,0.1,833.0
2103,3,100,100,407741.0,0.08,0.1,1286.0
2104,4,100,100,334257.0,0.08,0.1,1074.0
2105,5,100,100,302018.0,0.08,0.1,969.0
2106,6,100,100,233759.0,0.08,0.1,771.0
2107,7,100,100,312368.0,0.08,0.1,1003.0
2108,8,100,100,227885.0,0.08,0.1,755.0
2109,9,100,100,283323.0,0.08,0.1,914.0
2110,10,100,100,339770.0,0.08,0.1,1091.0
2111,11,100,100,321621.0,0.08,0.1,1033.0
2112,12,100,100,286043.0,0.08,0.1,929.0
2113,13,100,100,285965.0,0.08,0.1,928.0
2114,14,100,100,339905.0,0.08,0.1,1076.0
2115,15,100,100,359142.0,0.08,0.1,1146.0
2116,16,100,100,471442.0,0.08,0.1,1485.0
2117,17,100,100,413853.0,0.08,0.1,1319.0
2118,18,100,100,385262.0,0.08,0.1,1235.0
2119,19,100,100,423157.0,0.08,0.1,1343.0
2120,20,100,100,282052.0,0.08,0.1,923.0
2121,21,100,100,487586.0,0.08,0.1,1542.0
2122,22,100,100,450245.0,0.08,0.1,1420.0
2123,23,100,100,303617.0,0.08,0.1,978.0
2124,24,100,100,334642.0,0.08,0.1,1076.0
2125,25,100,100,332986.0,0.08,0.1,1072.0
2126,26,100,100,198517.0,0.08,0.1,664.0
2127,27,100,100,249547.0,0.08,0.1,818.0
2128,28,100,100,254239.0,0.08,0.1,828.0
2129,29,100,100,176108.0,0.08,0.1,624.0
2130,0,100,100,146354.0,0.08,0.2,513.0
2131,1,100,100,327436.0,0.08,0.2,1053.0
2132,2,100,100,411257.0,0.08,0.2,1299.0
2133,3,100,100,344582.0,0.08,0.2,1109.0
2134,4,100,100,225967.0,0.08,0.2,747.0
2135,5,100,100,247234.0,0.08,0.2,817.0
2136,6,100,100,306175.0,0.08,0.2,990.0
2137,7,100,100,431933.0,0.08,0.2,1364.0
2138,8,100,100,159101.0,0.08,0.2,546.0
2139,9,100,100,156453.0,0.08,0.2,541.0
2140,10,100,100,172970.0,0.08,0.2,588.0
2141,11,100,100,416452.0,0.08,0.2,1329.0
2142,12,100,100,294310.0,0.08,0.2,954.0
2143,13,100,100,562842.0,0.08,0.2,1772.0
2144,14,100,100,165830.0,0.08,0.2,571.0
2145,15,100,100,343844.0,0.08,0.2,1101.0
2146,16,100,100,263225.0,0.08,0.2,867.0
2147,17,100,100,441830.0,0.08,0.2,1387.0
2148,18,100,100,306034.0,0.08,0.2,993.0
2149,19,100,100,236437.0,0.08,0.2,782.0
2150,20,100,100,200646.0,0.08,0.2,674.0
2151,21,100,100,312558.0,0.08,0.2,1013.0
2152,22,100,100,247375.0,0.08,0.2,819.0
2153,23,100,100,283012.0,0.08,0.2,919.0
2154,24,100,100,181892.0,0.08,0.2,617.0
2155,25,100,100,318756.0,0.08,0.2,1022.0
2156,26,100,100,230192.0,0.08,0.2,763.0
2157,27,100,100,461011.0,0.08,0.2,1472.0
2158,28,100,100,248151.0,0.08,0.2,812.0
2159,29,100,100,402893.0,0.08,0.2,1284.0
2160,0,100,100,252885.0,0.08,0.3,836.0
2161,1,100,100,232150.0,0.08,0.3,765.0
2162,2,100,100,358892.0,0.08,0.3,1143.0
2163,3,100,100,206455.0,0.08,0.3,691.0
2164,4,100,100,326262.0,0.08,0.3,1058.0
2165,5,100,100,243942.0,0.08,0.3,809.0
2166,6,100,100,240233.0,0.08,0.3,794.0
2167,7,100,100,117508.0,0.08,0.3,423.0
2168,8,100,100,291514.0,0.08,0.3,944.0
2169,9,100,100,450364.0,0.08,0.3,1438.0
2170,10,100,100,189076.0,0.08,0.3,639.0
2171,11,100,100,203012.0,0.08,0.3,681.0
2172,12,100,100,256278.0,0.08,0.3,837.0
2173,13,100,100,277772.0,0.08,0.3,907.0
2174,14,100,100,289905.0,0.08,0.3,953.0
2175,15,100,100,227391.0,0.08,0.3,778.0
2176,16,100,100,99854.0,0.08,0.3,382.0
2177,17,100,100,341304.0,0.08,0.3,1122.0
2178,18,100,100,222684.0,0.08,0.3,741.0
2179,19,100,100,231273.0,0.08,0.3,829.0
2180,20,100,100,256552.0,0.08,0.3,860.0
2181,21,100,100,309691.0,0.08,0.3,1004.0
2182,22,100,100,329794.0,0.08,0.3,1069.0
2183,23,100,100,137523.0,0.08,0.3,510.0
2184,24,100,100,338662.0,0.08,0.3,1094.0
2185,25,100,100,200287.0,0.08,0.3,677.0
2186,26,100,100,294540.0,0.08,0.3,976.0
2187,27,100,100,215790.0,0.08,0.3,731.0
2188,28,100,100,210078.0,0.08,0.3,716.0
2189,29,100,100,261056.0,0.08,0.3,873.0
2190,0,100,100,257005.0,0.08,0.4,857.0
2191,1,100,100,362930.0,0.08,0.4,1194.0
2192,2,100,100,234495.0,0.08,0.4,794.0
2193,3,100,100,258621.0,0.08,0.4,917.0
2194,4,100,100,305574.0,0.08,0.4,1012.0
2195,5,100,100,185090.0,0.08,0.4,641.0
2196,6,100,100,181880.0,0.08,0.4,634.0
2197,7,100,100,273176.0,0.08,0.4,969.0
2198,8,100,100,279853.0,0.08,0.4,937.0
2199,9,100,100,302033.0,0.08,0.4,1003.0
2200,10,100,100,235307.0,0.08,0.4,792.0
2201,11,100,100,183883.0,0.08,0.4,654.0
2202,12,100,100,340809.0,0.08,0.4,1137.0
2203,13,100,100,234812.0,0.08,0.4,794.0
2204,14,100,100,200015.0,0.08,0.4,688.0
2205,15,100,100,142216.0,0.08,0.4,508.0
2206,16,100,100,198398.0,0.08,0.4,686.0
2207,17,100,100,256878.0,0.08,0.4,864.0
2208,18,100,100,255459.0,0.08,0.4,862.0
2209,19,100,100,297499.0,0.08,0.4,990.0
2210,20,100,100,192581.0,0.08,0.4,660.0
2211,21,100,100,238355.0,0.08,0.4,811.0
2212,22,100,100,203331.0,0.08,0.4,694.0
2213,23,100,100,166502.0,0.08,0.4,588.0
2214,24,100,100,206312.0,0.08,0.4,706.0
2215,25,100,100,231043.0,0.08,0.4,778.0
2216,26,100,100,327353.0,0.08,0.4,1074.0
2217,27,100,100,210300.0,0.08,0.4,720.0
2218,28,100,100,271266.0,0.08,0.4,908.0
2219,29,100,100,239108.0,0.08,0.4,809.0
2220,0,100,100,125272.0,0.08,0.5,471.0
2221,1,100,100,53923.0,0.08,0.5,232.0
2222,2,100,100,133083.0,0.08,0.5,481.0
2223,3,100,100,166131.0,0.08,0.5,588.0
2224,4,100,100,277086.0,0.08,0.5,933.0
2225,5,100,100,212847.0,0.08,0.5,727.0
2226,6,100,100,166694.0,0.08,0.5,582.0
2227,7,100,100,86443.0,0.08,0.5,333.0
2228,8,100,100,210887.0,0.08,0.5,727.0
2229,9,100,100,122353.0,0.08,0.5,448.0
2230,10,100,100,301714.0,0.08,0.5,994.0
2231,11,100,100,137631.0,0.08,0.5,499.0
2232,12,100,100,128901.0,0.08,0.5,468.0
2233,13,100,100,298095.0,0.08,0.5,987.0
2234,14,100,100,121024.0,0.08,0.5,439.0
2235,15,100,100,213938.0,0.08,0.5,728.0
2236,16,100,100,315287.0,0.08,0.5,1052.0
2237,17,100,100,136617.0,0.08,0.5,496.0
2238,18,100,100,140642.0,0.08,0.5,504.0
2239,19,100,100,119984.0,0.08,0.5,438.0
2240,20,100,100,190111.0,0.08,0.5,661.0
2241,21,100,100,213277.0,0.08,0.5,732.0
2242,22,100,100,226311.0,0.08,0.5,769.0
2243,23,100,100,130297.0,0.08,0.5,477.0
2244,24,100,100,115377.0,0.08,0.5,424.0
2245,25,100,100,319739.0,0.08,0.5,1055.0
2246,26,100,100,305499.0,0.08,0.5,1020.0
2247,27,100,100,270566.0,0.08,0.5,902.0
2248,28,100,100,221642.0,0.08,0.5,750.0
2249,29,100,100,174518.0,0.08,0.5,609.0
2250,0,100,100,280789.0,0.08,0.6,933.0
2251,1,100,100,249858.0,0.08,0.6,840.0
2252,2,100,100,203673.0,0.08,0.6,709.0
2253,3,100,100,224519.0,0.08,0.6,765.0
2254,4,100,100,176739.0,0.08,0.6,610.0
2255,5,100,100,183268.0,0.08,0.6,635.0
2256,6,100,100,82972.0,0.08,0.6,321.0
2257,7,100,100,57609.0,0.08,0.6,241.0
2258,8,100,100,247722.0,0.08,0.6,827.0
2259,9,100,100,304808.0,0.08,0.6,1020.0
2260,10,100,100,233410.0,0.08,0.6,792.0
2261,11,100,100,214666.0,0.08,0.6,765.0
2262,12,100,100,86594.0,0.08,0.6,333.0
2263,13,100,100,263420.0,0.08,0.6,885.0
2264,14,100,100,125501.0,0.08,0.6,454.0
2265,15,100,100,277308.0,0.08,0.6,941.0
2266,16,100,100,162658.0,0.08,0.6,576.0
2267,17,100,100,160211.0,0.08,0.6,564.0
2268,18,100,100,232035.0,0.08,0.6,777.0
2269,19,100,100,158908.0,0.08,0.6,559.0
2270,20,100,100,262497.0,0.08,0.6,881.0
2271,21,100,100,282546.0,0.08,0.6,945.0
2272,22,100,100,217731.0,0.08,0.6,747.0
2273,23,100,100,178943.0,0.08,0.6,620.0
2274,24,100,100,253897.0,0.08,0.6,843.0
2275,25,100,100,166242.0,0.08,0.6,572.0
2276,26,100,100,103289.0,0.08,0.6,382.0
2277,27,100,100,201369.0,0.08,0.6,688.0
2278,28,100,100,226939.0,0.08,0.6,765.0
2279,29,100,100,102982.0,0.08,0.6,381.0
2280,0,100,100,76067.0,0.08,0.7,295.0
2281,1,100,100,229939.0,0.08,0.7,764.0
2282,2,100,100,173142.0,0.08,0.7,596.0
2283,3,100,100,167451.0,0.08,0.7,592.0
2284,4,100,100,136411.0,0.08,0.7,492.0
2285,5,100,100,172980.0,0.08,0.7,609.0
2286,6,100,100,178306.0,0.08,0.7,620.0
2287,7,100,100,72769.0,0.08,0.7,297.0
2288,8,100,100,116763.0,0.08,0.7,430.0
2289,9,100,100,208263.0,0.08,0.7,713.0
2290,10,100,100,82026.0,0.08,0.7,319.0
2291,11,100,100,216664.0,0.08,0.7,739.0
2292,12,100,100,216135.0,0.08,0.7,733.0
2293,13,100,100,100300.0,0.08,0.7,377.0
2294,14,100,100,110110.0,0.08,0.7,408.0
2295,15,100,100,152514.0,0.08,0.7,543.0
2296,16,100,100,91214.0,0.08,0.7,349.0
2297,17,100,100,229815.0,0.08,0.7,777.0
2298,18,100,100,168032.0,0.08,0.7,591.0
2299,19,100,100,220418.0,0.08,0.7,740.0
2300,20,100,100,167990.0,0.08,0.7,578.0
2301,21,100,100,231826.0,0.08,0.7,776.0
2302,22,100,100,241976.0,0.08,0.7,799.0
2303,23,100,100,190006.0,0.08,0.7,650.0
2304,24,100,100,160120.0,0.08,0.7,565.0
2305,25,100,100,151166.0,0.08,0.7,538.0
2306,26,100,100,77565.0,0.08,0.7,306.0
2307,27,100,100,122822.0,0.08,0.7,450.0
2308,28,100,100,197057.0,0.08,0.7,681.0
2309,29,100,100,171225.0,0.08,0.7,595.0
2310,0,100,100,221870.0,0.08,0.8,767.0
2311,1,100,100,119204.0,0.08,0.8,438.0
2312,2,100,100,140973.0,0.08,0.8,506.0
2313,3,100,100,207927.0,0.08,0.8,716.0
2314,4,100,100,82025.0,0.08,0.8,321.0
2315,5,100,100,133459.0,0.08,0.8,480.0
2316,6,100,100,177514.0,0.08,0.8,609.0
2317,7,100,100,107305.0,0.08,0.8,399.0
2318,8,100,100,179358.0,0.08,0.8,615.0
2319,9,100,100,130966.0,0.08,0.8,475.0
2320,10,100,100,180804.0,0.08,0.8,630.0
2321,11,100,100,79877.0,0.08,0.8,314.0
2322,12,100,100,109991.0,0.08,0.8,408.0
2323,13,100,100,111550.0,0.08,0.8,416.0
2324,14,100,100,256165.0,0.08,0.8,863.0
2325,15,100,100,88090.0,0.08,0.8,339.0
2326,16,100,100,119337.0,0.08,0.8,442.0
2327,17,100,100,114097.0,0.08,0.8,422.0
2328,18,100,100,85709.0,0.08,0.8,332.0
2329,19,100,100,277110.0,0.08,0.8,931.0
2330,20,100,100,185139.0,0.08,0.8,642.0
2331,21,100,100,97991.0,0.08,0.8,374.0
2332,22,100,100,180640.0,0.08,0.8,627.0
2333,23,100,100,284062.0,0.08,0.8,929.0
2334,24,100,100,102271.0,0.08,0.8,379.0
2335,25,100,100,80165.0,0.08,0.8,311.0
2336,26,100,100,148843.0,0.08,0.8,528.0
2337,27,100,100,118104.0,0.08,0.8,433.0
2338,28,100,100,213256.0,0.08,0.8,721.0
2339,29,100,100,120713.0,0.08,0.8,441.0
2340,0,100,100,213147.0,0.08,0.9,730.0
2341,1,100,100,181676.0,0.08,0.9,629.0
2342,2,100,100,111012.0,0.08,0.9,417.0
2343,3,100,100,187624.0,0.08,0.9,655.0
2344,4,100,100,67021.0,0.08,0.9,270.0
2345,5,100,100,179482.0,0.08,0.9,621.0
2346,6,100,100,91198.0,0.08,0.9,360.0
2347,7,100,100,91566.0,0.08,0.9,346.0
2348,8,100,100,116573.0,0.08,0.9,423.0
2349,9,100,100,81638.0,0.08,0.9,314.0
2350,10,100,100,128693.0,0.08,0.9,462.0
2351,11,100,100,135315.0,0.08,0.9,482.0
2352,12,100,100,186957.0,0.08,0.9,640.0
2353,13,100,100,170213.0,0.08,0.9,596.0
2354,14,100,100,109909.0,0.08,0.9,408.0
2355,15,100,100,169367.0,0.08,0.9,597.0
2356,16,100,100,270277.0,0.08,0.9,890.0
2357,17,100,100,179857.0,0.08,0.9,619.0
2358,18,100,100,198347.0,0.08,0.9,688.0
2359,19,100,100,242542.0,0.08,0.9,807.0
2360,20,100,100,167835.0,0.08,0.9,584.0
2361,21,100,100,94098.0,0.08,0.9,353.0
2362,22,100,100,278601.0,0.08,0.9,925.0
2363,23,100,100,81144.0,0.08,0.9,317.0
2364,24,100,100,217587.0,0.08,0.9,745.0
2365,25,100,100,162393.0,0.08,0.9,574.0
2366,26,100,100,109792.0,0.08,0.9,403.0
2367,27,100,100,173111.0,0.08,0.9,597.0
2368,28,100,100,122403.0,0.08,0.9,449.0
2369,29,100,100,93338.0,0.08,0.9,356.0
2370,0,100,100,128827.0,0.08,1.0,470.0
2371,1,100,100,180622.0,0.08,1.0,626.0
2372,2,100,100,177102.0,0.08,1.0,622.0
2373,3,100,100,130556.0,0.08,1.0,471.0
2374,4,100,100,150376.0,0.08,1.0,535.0
2375,5,100,100,105624.0,0.08,1.0,393.0
2376,6,100,100,132063.0,0.08,1.0,477.0
2377,7,100,100,154767.0,0.08,1.0,550.0
2378,8,100,100,95933.0,0.08,1.0,360.0
2379,9,100,100,128385.0,0.08,1.0,465.0
2380,10,100,100,135253.0,0.08,1.0,484.0
2381,11,100,100,115788.0,0.08,1.0,430.0
2382,12,100,100,128054.0,0.08,1.0,469.0
2383,13,100,100,158275.0,0.08,1.0,562.0
2384,14,100,100,152547.0,0.08,1.0,546.0
2385,15,100,100,73349.0,0.08,1.0,291.0
2386,16,100,100,77381.0,0.08,1.0,305.0
2387,17,100,100,182689.0,0.08,1.0,633.0
2388,18,100,100,166526.0,0.08,1.0,586.0
2389,19,100,100,165523.0,0.08,1.0,580.0
2390,20,100,100,119647.0,0.08,1.0,441.0
2391,21,100,100,78633.0,0.08,1.0,309.0
2392,22,100,100,104104.0,0.08,1.0,392.0
2393,23,100,100,163549.0,0.08,1.0,579.0
2394,24,100,100,176349.0,0.08,1.0,610.0
2395,25,100,100,101243.0,0.08,1.0,377.0
2396,26,100,100,97560.0,0.08,1.0,364.0
2397,27,100,100,75267.0,0.08,1.0,295.0
2398,28,100,100,136080.0,0.08,1.0,490.0
2399,29,100,100,137241.0,0.08,1.0,498.0
2400,0,100,100,1005431.0,0.09,0.1,3163.0
2401,1,100,100,94755.0,0.09,0.1,357.0
2402,2,100,100,676465.0,0.09,0.1,2155.0
2403,3,100,100,1039782.0,0.09,0.1,3249.0
2404,4,100,100,938327.0,0.09,0.1,2959.0
2405,5,100,100,445128.0,0.09,0.1,1454.0
2406,6,100,100,376865.0,0.09,0.1,1232.0
2407,7,100,100,520127.0,0.09,0.1,1665.0
2408,8,100,100,1129755.0,0.09,0.1,3533.0
2409,9,100,100,471189.0,0.09,0.1,1520.0
2410,10,100,100,1186508.0,0.09,0.1,3729.0
2411,11,100,100,646990.0,0.09,0.1,2076.0
